CNTYVTD,VTDKEY,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"4393729",8407,3,2,0
"4393732",8408,535,140,12
"4393735",8409,672,192,5
"4393750",8410,0,0,0
"4393757",8411,0,0,0
"4393759",8412,0,0,0
"4393822",8413,0,0,0
"4393826",8414,0,0,0
"4394006",8415,102,317,17
"4394016",8416,521,492,30
"4394017",8417,192,827,10
"4394018",8418,376,165,9
"4394020",8419,456,290,12
"4394042",8420,313,221,9
"4394044",8421,1159,380,28
"4394045",8422,1217,382,18
"4394046",8423,1045,265,18
"4394047",8424,1326,291,20
"4394048",8425,55,242,2
"4394050",8426,76,406,1
"4394051",8427,1,3,0
"4394053",8428,413,233,11
"4394057",8429,267,169,1
"4394060",8430,330,813,53
"4394065",8431,1688,376,29
"4394067",8432,112,493,6
"4394068",8433,99,417,4
"4394069",8434,712,355,20
"4394070",8435,760,640,33
"4394073",8436,138,94,2
"4394077",8437,92,108,4
"4394086",8438,1252,476,24
"4394087",8439,35,194,4
"4394091",8440,855,408,21
"4394092",8441,64,320,2
"4394093",8442,150,581,7
"4394096",8443,226,473,14
"4394097",8444,128,404,10
"4394101",8445,234,302,4
"4394102",8446,244,244,4
"4394107",8447,70,329,9
"4394110",8448,101,373,6
"4394113",8449,127,55,2
"4394115",8450,383,75,2
"4394116",8451,837,606,33
"4394118",8452,367,382,15
"4394121",8453,781,499,26
"4394122",8454,124,492,4
"4394123",8455,112,458,4
"4394124",8456,387,364,24
"4394125",8457,135,122,5
"4394128",8458,885,472,19
"4394129",8459,524,257,14
"4394130",8460,1218,543,33
"4394135",8461,379,302,12
"4394136",8462,545,584,29
"4394137",8463,595,346,22
"4394138",8464,205,187,8
"4394141",8465,804,545,21
"4394144",8466,577,277,15
"4394155",8467,297,785,20
"4394159",8468,443,309,16
"4394162",8469,110,134,3
"4394163",8470,507,338,24
"4394178",8471,1177,671,27
"4394179",8472,304,328,9
"4394182",8473,1293,756,34
"4394191",8474,442,213,8
"4394195",8475,98,462,6
"4394201",8476,75,397,7
"4394202",8477,380,386,10
"4394203",8478,402,506,12
"4394204",8479,1009,665,30
"4394218",8480,326,263,7
"4394222",8481,265,265,8
"4394230",8482,1395,876,47
"4394231",8483,106,528,7
"4394232",8484,670,666,24
"4394233",8485,126,477,9
"4394234",8486,1309,643,52
"4394239",8487,52,22,0
"4394242",8488,267,87,6
"4394243",8489,443,356,17
"4394245a",8490,4,52,1
"4394245b",8491,0,0,0
"4394250",8492,900,653,30
"4394252",8493,335,282,14
"4394253",8494,135,127,9
"4394256",8495,73,269,7
"4394259",8496,558,155,12
"4394261",8497,788,734,33
"4394272",8498,202,101,7
"4394276",8499,724,474,22
"4394284",8500,120,28,5
"4394285",8501,117,155,2
"4394288",8502,12,69,2
"4394290",8503,722,502,26
"4394312",8504,19,50,1
"4394328",8505,385,278,17
"4394338",8506,728,499,24
"4394340",8507,919,272,29
"4394342",8508,962,568,35
"4394343",8509,890,372,16
"4394344",8510,652,320,14
"4394350",8511,431,482,31
"4394362",8512,2,1,0
"4394369",8513,1387,695,47
"4394370",8514,0,0,0
"4394371",8515,1210,226,11
"4394373",8516,117,35,3
"4394374",8517,701,536,25
"4394375",8518,1164,428,31
"4394395",8519,253,57,4
"4394397",8520,117,80,4
"4394399",8521,98,29,6
"4394400",8522,87,61,2
"4394410",8523,744,655,32
"4394429",8524,496,330,20
"4394432",8525,3,11,1
"4394452",8526,707,585,23
"4394454",8527,833,411,20
"4394456",8528,496,222,20
"4394458",8529,3,1,0
"4394475",8530,13,33,0
"4394478",8531,0,0,0
"4394480",8532,424,134,9
"4394483",8533,10,12,1
"4394485",8534,91,79,4
"4394487",8535,0,0,0
"4394492",8536,220,284,23
"4394493",8537,478,383,15
"4394494",8538,1,0,0
"4394495",8539,29,42,0
"4394496",8540,104,188,5
"4394497",8541,379,682,23
"4394498",8542,299,128,6
"4394499",8543,963,876,32
"4394503",8544,159,286,5
"4394508",8545,1165,851,43
"4394512",8546,0,0,0
"4394528",8547,1248,797,40
"4394531",8548,1036,485,33
"4394532",8549,608,160,7
"4394533",8550,463,286,14
"4394534",8551,1203,703,51
"4394540",8552,901,664,41
"4394551",8553,1209,690,41
"4394563",8554,0,0,0
"4394565",8555,14,8,1
"4394568",8556,19,9,1
"4394572",8557,5,16,1
"4394573",8558,0,0,0
"4394587",8559,4,91,0
"4394588",8560,1412,892,49
"4394591",8561,882,661,23
"4394592",8562,0,0,0
"4394593",8563,68,77,2
"4394595",8564,21,14,0
"4394596",8565,16,39,1
"4394599",8566,538,407,12
"4394602",8567,0,0,0
"4394604",8568,2,1,0
"4394615",8569,0,0,0
"4394620",8570,7,16,1
"4394629",8571,0,0,0
"4394630",8572,0,0,0
"4394632",8573,0,0,0
"4394634",8574,336,348,16
"4394638",8575,723,476,25
"4394640",8576,154,278,8
"4394649",8577,1131,512,31
"4394650",8578,827,577,32
"4394666",8579,0,0,0
"4394682",8580,62,106,2
"4394683",8581,0,0,0
"4394685",8582,0,0,0
"4394686",8583,0,0,0
"4394687",8584,23,52,2
"4394689",8585,48,41,0
"4394694",8586,511,307,13
"4394702",8587,508,331,17
"4394703",8588,645,647,30
"4394705",8589,596,446,18
"4394707",8590,375,374,17
"4394711",8591,597,495,18
"4394713",8592,1077,539,34
"4394724",8593,556,178,13
"4394730",8594,649,389,17
"4394733",8595,487,361,13
"4394736",8596,664,178,15
"4394737a",8597,356,244,12
"4394737b",8598,7,4,0
"4394820",8599,0,0,0
"4410101",8600,1319,539,41
"4410102",8601,925,342,20
"4410103",8602,955,356,27
"4410104",8603,1375,276,23
"4410105",8604,994,445,27
"4410106",8605,245,139,6
"4410107",8606,235,44,2
"4410108",8607,681,72,9
"4410109",8608,138,13,0
"4410110",8609,52,3,0
"4410201",8610,344,256,10
"4410202",8611,598,506,12
"4410203",8612,1024,538,40
"4410204",8613,776,202,26
"4410205",8614,734,484,20
"4410206",8615,1045,187,16
"4410207",8616,143,22,2
"4410301",8617,884,319,24
"4410302",8618,1078,244,26
"4410303",8619,1053,78,15
"4410304",8620,1280,385,31
"4410305",8621,1824,353,36
"4410306",8622,2065,343,30
"4410307",8623,1667,275,24
"4410308",8624,904,107,15
"4410401",8625,1211,195,14
"4410402",8626,1122,414,38
"4410403",8627,798,389,22
"4410404",8628,689,388,37
"4410405",8629,569,237,19
"4410406",8630,1452,376,27
"4410407",8631,553,133,8
"4410408",8632,1927,179,21
"4410409",8633,493,41,5
"4430001",8634,70,46,0
"4430002a",8635,57,57,10
"4430002b",8636,5,5,0
"4430003",8637,100,13,1
"4430004a",8638,50,10,0
"4430004b",8639,22,4,0
"4430004c",8640,12,1,0
"4450101",8641,819,137,8
"4450201",8642,313,89,4
"4450202",8643,203,52,2
"4450301",8644,338,165,8
"4450401",8645,422,102,4
"4450402",8646,126,7,3
"4470001",8647,177,7,3
"4470002",8648,152,16,2
"4473003",8649,139,20,2
"4474005",8650,49,12,0
"4474006",8651,108,8,2
"4490001",8652,45,191,4
"4490002",8653,210,100,0
"4490003",8654,293,56,3
"4490004",8655,305,54,4
"4490005",8656,138,13,4
"4490006",8657,614,78,5
"4490007",8658,476,100,6
"4490008",8659,182,244,4
"4490009",8660,169,46,3
"4490010",8661,468,42,6
"4490011",8662,72,24,0
"4490012",8663,147,17,2
"4490014",8664,462,315,10
"4490015",8665,331,58,4
"4490016",8666,1006,215,21
"4490017",8667,58,146,3
"4490018",8668,87,10,2
"4490019",8669,243,113,10
"4490020",8670,555,195,7
"4510106",8671,246,156,9
"4510107",8672,436,193,10
"4510108",8673,431,44,5
"4510112",8674,534,64,4
"4510114",8675,93,200,5
"4510124",8676,160,289,5
"4510137",8677,557,462,15
"4510144",8678,349,267,7
"4510146",8679,638,460,12
"4510201",8680,1143,332,19
"4510213",8681,1616,167,15
"4510215",8682,1188,272,24
"4510225",8683,59,2,1
"4510228",8684,1023,365,16
"4510230",8685,978,298,22
"4510241",8686,2515,553,41
"4510304",8687,1145,359,23
"4510306",8688,571,195,12
"4510308",8689,76,55,0
"4510318",8690,1057,157,13
"4510319",8691,1562,430,35
"4510327",8692,538,312,13
"4510348",8693,566,119,9
"4510351",8694,212,54,3
"4510358",8695,712,108,7
"4510401",8696,55,27,0
"4510402",8697,1102,551,25
"4510420",8698,251,39,4
"4510421",8699,1569,415,27
"4510422",8700,749,103,19
"4510423",8701,597,54,7
"4510424",8702,879,315,16
"4510434",8703,301,191,10
"4510435",8704,352,151,10
"4510436",8705,1532,614,45
"4530100",8706,160,1529,50
"4530101",8707,162,1428,54
"4530102",8708,146,1566,44
"4530103",8709,124,1408,40
"4530104",8710,174,2218,53
"4530105",8711,150,1447,37
"4530106",8712,276,1661,51
"4530107",8713,319,1895,62
"4530110",8714,89,1117,25
"4530111",8715,104,1245,26
"4530112",8716,122,1039,20
"4530113",8717,215,1315,52
"4530114",8718,223,1310,40
"4530115",8719,37,284,11
"4530116",8720,204,1522,36
"4530117",8721,200,1414,44
"4530120",8722,71,833,16
"4530121",8723,84,712,15
"4530122",8724,98,724,18
"4530123",8725,123,580,17
"4530124",8726,93,712,18
"4530125",8727,61,299,4
"4530126",8728,276,994,28
"4530127",8729,346,1033,38
"4530130",8730,307,1858,58
"4530131",8731,204,932,35
"4530132",8732,323,1475,48
"4530133",8733,213,915,24
"4530134",8734,261,904,32
"4530135",8735,251,523,32
"4530136",8736,289,668,27
"4530137",8737,338,1313,31
"4530138",8738,575,1807,88
"4530140",8739,47,136,4
"4530141",8740,539,1541,64
"4530142",8741,256,766,28
"4530143",8742,382,1089,40
"4530144",8743,195,557,24
"4530145",8744,312,369,18
"4530146",8745,159,88,6
"4530150a",8746,632,931,42
"4530150b",8747,7,12,0
"4530151a",8748,438,636,28
"4530151b",8749,0,0,0
"4530152",8750,728,882,34
"4530153",8751,833,1011,44
"4530154a",8752,756,917,35
"4530154b",8753,7,10,0
"4530155",8754,798,968,39
"4530156",8755,535,655,35
"4530160",8756,416,677,32
"4530161",8757,294,578,24
"4530162",8758,634,1250,49
"4530163",8759,497,973,40
"4530164",8760,534,995,37
"4530165",8761,488,1073,40
"4530170",8762,548,1113,48
"4530171",8763,627,1096,51
"4530172",8764,106,136,7
"4530173",8765,526,516,37
"4530174",8766,239,313,20
"4530175",8767,1,2,0
"4530176",8768,4,11,0
"4530177",8769,866,1201,55
"4530178",8770,526,645,45
"4530180",8771,435,797,28
"4530181",8772,309,883,37
"4530182",8773,236,686,31
"4530183",8774,123,349,14
"4530184",8775,272,785,29
"4530185",8776,79,236,6
"4530186",8777,276,812,28
"4530190",8778,269,791,21
"4530191",8779,464,1086,66
"4530192",8780,471,1014,39
"4530193",8781,401,966,45
"4530194",8782,359,867,41
"4530200",8783,591,1873,87
"4530201",8784,926,1573,84
"4530202",8785,260,1798,55
"4530203",8786,293,1954,57
"4530204",8787,386,1808,68
"4530205",8788,531,1808,72
"4530206",8789,209,1604,48
"4530207",8790,329,2008,62
"4530210",8791,340,990,60
"4530211",8792,352,1593,58
"4530212",8793,352,2112,71
"4530213",8794,246,1777,63
"4530214",8795,146,1230,37
"4530215",8796,45,365,13
"4530216",8797,224,1333,46
"4530220",8798,444,1488,60
"4530221",8799,459,2241,91
"4530223",8800,377,1107,56
"4530224",8801,238,1245,51
"4530225",8802,306,1623,64
"4530226",8803,503,1471,76
"4530227",8804,374,1433,45
"4530230",8805,951,1812,122
"4530231",8806,1307,1517,92
"4530232",8807,999,1575,76
"4530233",8808,1022,1589,66
"4530234",8809,621,1495,79
"4530235",8810,1001,1338,82
"4530236",8811,1001,1961,81
"4530237",8812,720,1497,81
"4530238",8813,778,1557,81
"4530240",8814,405,1467,51
"4530241",8815,297,1027,38
"4530242",8816,395,1329,52
"4530243",8817,571,1421,61
"4530244",8818,337,983,41
"4530245",8819,489,1428,58
"4530246",8820,462,1397,51
"4530247",8821,266,933,35
"4530250",8822,270,867,34
"4530251",8823,314,1023,27
"4530252",8824,150,354,10
"4530253",8825,193,461,19
"4530254",8826,668,1669,68
"4530255",8827,556,1389,56
"4530256",8828,574,1322,52
"4530260",8829,494,927,38
"4530261",8830,414,883,45
"4530262",8831,610,1321,74
"4530263",8832,597,1319,54
"4530264",8833,663,1577,82
"4530265",8834,423,1070,40
"4530266",8835,519,1404,46
"4530267",8836,962,1246,80
"4530268",8837,533,904,38
"4530270",8838,1296,1415,74
"4530271",8839,976,690,38
"4530272",8840,1711,1188,68
"4530273",8841,1136,786,47
"4530274",8842,1159,1163,71
"4530275",8843,621,628,23
"4530280",8844,1336,567,81
"4530281",8845,1210,520,67
"4530282",8846,760,386,52
"4530290",8847,1798,1324,70
"4530291",8848,374,342,21
"4530292",8849,1240,791,45
"4530293",8850,1433,935,44
"4530294",8851,875,650,37
"4530300",8852,342,989,34
"4530301",8853,466,890,51
"4530302",8854,656,1497,84
"4530303",8855,100,162,10
"4530304",8856,603,1998,100
"4530305",8857,329,1035,68
"4530306",8858,434,2371,103
"4530307",8859,445,2128,97
"4530310",8860,471,1687,52
"4530311",8861,626,1866,55
"4530312",8862,558,2472,52
"4530313",8863,448,1429,41
"4530314",8864,365,1523,45
"4530315",8865,534,2038,47
"4530320",8866,1226,1427,73
"4530321",8867,674,751,38
"4530322",8868,1053,1239,53
"4530323",8869,809,965,62
"4530324",8870,867,1055,60
"4530325",8871,274,347,19
"4530326",8872,1197,999,62
"4530327",8873,901,986,61
"4530330",8874,609,1906,87
"4530331",8875,301,996,54
"4530332",8876,361,1195,57
"4530333",8877,409,1074,54
"4530334",8878,648,1286,76
"4530335",8879,939,1391,51
"4530336",8880,522,974,45
"4530337",8881,786,1448,66
"4530340",8882,844,1556,66
"4530341",8883,464,1210,49
"4530342",8884,603,1600,67
"4530343a",8885,701,955,42
"4530343b",8886,13,18,1
"4530344",8887,742,1267,50
"4530345",8888,665,1351,60
"4530346",8889,1090,1513,69
"4530347",8890,932,1290,59
"4530348a",8891,722,984,41
"4530348b",8892,117,144,9
"4530349",8893,1030,1328,66
"4530350",8894,703,1755,73
"4530351",8895,1183,1014,49
"4530352",8896,756,966,40
"4530353",8897,997,843,45
"4530354",8898,1028,1554,70
"4530355",8899,269,405,18
"4530356",8900,554,1021,49
"4530357",8901,710,1324,63
"4530358",8902,859,1547,73
"4530360",8903,1011,1225,48
"4530361",8904,420,511,29
"4530362",8905,871,611,38
"4530363",8906,929,642,44
"4530364",8907,1121,503,29
"4530365",8908,827,431,26
"4530366",8909,1353,698,32
"4530367",8910,960,488,28
"4530370",8911,1181,1037,60
"4530371",8912,748,672,37
"4530372a",8913,200,132,7
"4530372b",8914,20,14,1
"4530373",8915,946,529,34
"4530374",8916,1110,661,42
"4530375",8917,1596,874,52
"4530376",8918,1493,678,45
"4530380",8919,1125,1691,96
"4530381a",8920,478,878,48
"4530381b",8921,0,0,0
"4530381c",8922,28,41,2
"4530381d",8923,14,20,1
"4530382",8924,733,1519,68
"4530383",8925,878,1518,79
"4530384",8926,1060,1542,67
"4530385a",8927,1046,1140,52
"4530385b",8928,9,14,0
"4530386a",8929,597,802,36
"4530386b",8930,0,0,0
"4530386c",8931,8,10,0
"4530387",8932,627,808,34
"4530390",8933,1419,1137,67
"4530391",8934,960,767,46
"4530392",8935,740,477,37
"4530393",8936,990,595,30
"4530394",8937,834,508,24
"4530395",8938,876,522,48
"4530396",8939,815,472,43
"4530400",8940,376,769,33
"4530401",8941,220,1596,50
"4530402",8942,207,1692,45
"4530403",8943,159,1382,37
"4530404",8944,6,106,2
"4530405",8945,191,1645,51
"4530410",8946,246,1460,68
"4530411",8947,338,1647,65
"4530412",8948,209,1223,44
"4530413",8949,225,1377,55
"4530414",8950,462,2378,105
"4530415",8951,191,1425,56
"4530416",8952,261,1582,73
"4530417",8953,134,912,26
"4530418",8954,272,1836,60
"4530420",8955,336,2342,88
"4530421",8956,233,1509,46
"4530422",8957,295,1905,58
"4530423",8958,171,1078,29
"4530424",8959,211,1168,34
"4530425",8960,293,1620,67
"4530426",8961,114,894,29
"4530427",8962,182,1351,46
"4530430",8963,366,1141,33
"4530431",8964,333,1511,54
"4530432",8965,122,604,32
"4530433",8966,99,367,21
"4530434",8967,195,985,38
"4530435",8968,178,877,37
"4530436",8969,312,1176,44
"4530437",8970,470,2048,76
"4530438",8971,221,1051,40
"4530439",8972,221,1090,43
"4530445",8973,435,1183,54
"4530446",8974,491,1606,69
"4530447",8975,181,572,22
"4530448",8976,307,1322,46
"4530449",8977,574,1651,79
"4530450",8978,566,2088,96
"4530451",8979,213,757,28
"4530452",8980,456,1180,55
"4530453",8981,381,1052,46
"4530454",8982,449,1131,49
"4530455",8983,285,710,33
"4530456",8984,308,951,39
"4530460",8985,134,736,13
"4530461",8986,186,941,26
"4530462",8987,319,1583,41
"4530463",8988,98,456,16
"4530464",8989,202,756,22
"4530465",8990,210,863,22
"4530466",8991,238,1153,33
"4530467",8992,198,958,37
"4530470",8993,310,1062,36
"4530471",8994,327,1263,42
"4530472",8995,964,1218,55
"4530473",8996,172,666,19
"4530474",8997,123,271,6
"4530475",8998,208,317,9
"4530480",8999,63,352,12
"4530481",9000,431,1078,31
"4530482",9001,171,604,17
"4530483",9002,400,1163,38
"4530490",9003,684,805,41
"4530491a",9004,359,1439,40
"4530491b",9005,0,0,0
"4550001",9006,256,46,3
"4550002",9007,338,40,2
"4550003",9008,195,35,2
"4550004",9009,125,17,2
"4550005",9010,114,26,1
"4550006",9011,122,11,0
"4550007",9012,134,12,0
"4550008",9013,212,24,2
"4550009",9014,312,36,2
"4550010",9015,143,23,0
"4550011",9016,699,126,14
"4550012",9017,52,11,0
"4550014",9018,269,44,2
"4550015",9019,54,7,0
"4550016",9020,213,58,0
"4550017",9021,276,145,3
"4550018",9022,43,41,0
"4550019",9023,559,100,6
"4550020",9024,29,11,0
"4550021",9025,148,22,2
"4570001",9026,213,40,3
"4570002",9027,416,181,7
"4570003",9028,616,158,11
"4570004",9029,564,79,3
"4570005",9030,66,39,1
"4570006",9031,247,25,1
"4570007",9032,343,20,2
"4570008",9033,113,10,2
"4570009",9034,215,20,3
"4570010",9035,647,68,8
"4570011",9036,58,1,0
"4570013",9037,271,33,2
"4570014",9038,789,76,3
"4570015",9039,461,39,2
"4570016",9040,276,28,4
"4570017",9041,250,80,3
"4570018",9042,536,77,12
"4590001",9043,802,152,20
"4590002",9044,1270,109,11
"4590003",9045,700,104,5
"4590004",9046,476,105,8
"4590005",9047,218,63,6
"4590006",9048,694,104,11
"4590007",9049,1108,253,22
"4590008",9050,366,85,6
"4590009",9051,798,169,20
"4590010",9052,1206,127,13
"4590011",9053,278,68,7
"4590012",9054,386,42,6
"4590013",9055,285,86,3
"4590014",9056,326,67,5
"4590015a",9057,1024,96,16
"4590015b",9058,0,0,0
"4590016",9059,598,163,16
"4590017",9060,851,289,12
"4590018",9061,188,85,7
"4590020",9062,64,10,0
"4610001",9063,212,26,2
"4610002",9064,98,11,1
"4610003",9065,135,39,2
"4610004",9066,269,50,3
"4610005",9067,52,4,0
"4610006",9068,94,18,0
"4630001",9069,305,207,5
"4630002",9070,487,217,4
"4630003",9071,412,35,2
"4630004",9072,295,46,0
"4630005",9073,685,202,11
"4630006",9074,133,27,3
"4630007",9075,297,63,5
"4630008",9076,387,423,13
"4630009",9077,129,421,6
"4630010",9078,172,245,2
"4630011",9079,200,49,2
"4630012",9080,751,465,15
"4630013",9081,433,655,11
"4630014",9082,69,15,1
"4650010",9083,506,587,20
"4650011",9084,227,447,8
"4650012a",9085,17,29,0
"4650012b",9086,25,12,1
"4650012c",9087,0,1,0
"4650012d",9088,0,0,0
"4650013",9089,242,128,12
"4650020",9090,104,11,0
"4650021",9091,228,381,8
"4650022",9092,357,511,6
"4650023",9093,119,34,4
"4650024",9094,230,284,5
"4650030",9095,697,413,16
"4650031",9096,1219,635,15
"4650032",9097,138,32,0
"4650033",9098,599,152,9
"4650040",9099,848,1162,18
"4650041",9100,386,416,8
"4650042",9101,17,1,1
"4650043",9102,34,5,0
"467001a",9103,924,154,14
"467001b",9104,731,74,3
"467001c",9105,310,86,2
"467001d",9106,1196,178,18
"467001e",9107,746,89,12
"467002a",9108,1009,117,12
"467002b",9109,1061,95,9
"467002c",9110,870,105,11
"467002d",9111,1256,135,15
"467003a",9112,838,126,10
"467003b",9113,1324,139,17
"467003c",9114,475,79,1
"467003d",9115,565,170,3
"467004a",9116,667,89,13
"467004b",9117,773,104,10
"467004c",9118,818,102,11
"467004d",9119,1474,238,19
"467004e",9120,572,70,10
"4690001",9121,82,110,3
"4690002",9122,291,196,10
"4690003",9123,421,206,13
"4690004",9124,189,275,0
"4690005",9125,486,455,14
"4690006",9126,40,53,3
"4690007",9127,388,514,5
"4690008",9128,568,429,15
"4690009",9129,189,110,3
"4690010",9130,467,185,10
"4690011",9131,209,49,2
"4690012",9132,141,125,1
"4690013",9133,247,210,5
"4690014",9134,552,160,8
"4690015",9135,66,15,0
"4690016",9136,215,31,1
"4690017",9137,110,52,3
"4690018",9138,1674,330,24
"4690019",9139,861,450,16
"4690020",9140,700,116,11
"4690021",9141,1847,426,27
"4690022",9142,966,96,7
"4690023",9143,821,127,3
"4690024",9144,832,96,2
"4690025",9145,1409,559,26
"4690026",9146,355,82,6
"4690027",9147,919,52,5
"4690028",9148,245,29,2
"4690029",9149,1272,345,16
"4690030",9150,194,71,8
"4690031",9151,354,190,13
"4690032",9152,197,268,2
"4690033",9153,2147,516,36
"4690034",9154,96,225,2
"4690035",9155,49,92,1
"4710101",9156,104,136,5
"4710102",9157,1262,919,60
"4710103",9158,691,223,7
"4710104",9159,975,169,12
"4710201a",9160,597,465,12
"4710201b",9161,8,3,0
"4710203",9162,874,247,14
"4710204a",9163,229,82,5
"4710204b",9164,271,99,2
"4710205",9165,1607,431,31
"4710206",9166,180,128,1
"4710301",9167,465,729,16
"4710302",9168,258,76,3
"4710303",9169,264,75,5
"4710304",9170,1587,347,25
"4710401",9171,540,699,26
"4710403a",9172,584,161,16
"4710403b",9173,1,0,0
"4710404",9174,1663,331,25
"4710405",9175,39,11,1
"4730101",9176,720,251,7
"4730102",9177,815,618,10
"4730103",9178,128,44,2
"4730104",9179,238,108,7
"4730105",9180,398,69,7
"4730106",9181,525,251,13
"4730207",9182,1605,209,19
"4730208",9183,551,252,7
"4730209",9184,1331,219,14
"4730210",9185,236,40,2
"4730311",9186,77,1626,8
"4730312",9187,181,662,12
"4730313",9188,797,171,11
"4730314",9189,299,118,5
"4730315",9190,99,48,2
"4730416",9191,168,44,2
"4730417",9192,0,0,0
"4730418",9193,1174,267,12
"4730419",9194,468,589,16
"4730420",9195,829,205,14
"4750002",9196,782,151,19
"475001e",9197,272,228,2
"475001w",9198,48,74,1
"475003n",9199,498,82,6
"475003s",9200,135,16,2
"475004e",9201,320,110,3
"475004m",9202,93,20,2
"475004w",9203,53,9,0
"4770101",9204,470,223,10
"4770104",9205,354,575,13
"4770109",9206,543,99,6
"4770115",9207,414,106,5
"4770117",9208,8,14,0
"4770121",9209,27,16,0
"4770202",9210,42,22,1
"4770203",9211,900,181,20
"4770205",9212,1179,299,25
"4770208",9213,851,92,12
"4770307",9214,660,171,10
"4770311",9215,585,100,16
"4770312",9216,639,92,9
"4770320",9217,1086,120,17
"4770406",9218,720,223,23
"4770410",9219,639,92,8
"4770413",9220,950,129,17
"4770418",9221,236,89,11
