CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"1391027",3281,562,1384,18,3,5
"1391028",3282,417,1408,23,3,3
"1391029",3283,101,331,1,1,0
"1391030",3284,363,965,9,3,4
"1391031",3285,108,308,4,0,2
"1391032",3286,387,2025,30,2,1
"1391033",3287,337,983,14,4,6
"1391034",3288,736,2141,32,5,8
"1391035",3289,364,1021,23,5,4
"1391036",3290,770,1876,43,10,8
"1391037",3291,330,804,18,4,4
"1391038",3292,784,2075,30,6,10
"1391039",3293,678,1841,28,7,10
"1391040",3294,52,206,3,0,1
"1391041",3295,443,1669,22,1,3
"1391042",3296,92,224,2,1,1
"1391043",3297,808,1944,36,7,7
"1391044",3298,110,355,5,1,3
"1391045",3299,27,92,1,0,0
"1391046",3300,54,177,3,1,1
"1391047",3301,80,201,3,0,0
"1391048",3302,429,1053,21,4,7
"1391049",3303,139,339,6,1,2
"1391050",3304,1211,911,22,6,11
"1391051",3305,1007,1155,29,8,7
"1391052",3306,1090,668,10,3,7
"1391053",3307,705,708,13,7,4
"1391054",3308,945,843,15,8,4
"1391055",3309,660,1671,27,4,6
"1391056",3310,590,1541,30,4,4
"1391057",3311,543,1123,18,6,7
"1391058",3312,292,610,12,2,4
"1391059",3313,142,419,7,1,1
"1410001",3314,790,377,14,7,0
"1410002",3315,1042,622,21,10,0
"1410003",3316,996,620,13,12,0
"1410004",3317,580,366,8,8,0
"1410005",3318,1165,611,23,9,0
"1410006",3319,759,843,12,4,0
"1410007",3320,1127,765,16,6,0
"1410008",3321,781,886,22,1,0
"1410009",3322,1408,1113,18,10,0
"1410010",3323,1649,610,20,14,0
"1410011",3324,1636,739,28,14,0
"1410012",3325,970,612,14,5,0
"1410013",3326,1421,753,23,14,0
"1410014",3327,1613,1174,23,5,0
"1410015",3328,1099,809,14,6,0
"1410016",3329,1497,663,21,11,0
"1410017",3330,717,493,22,2,0
"1410018",3331,1255,1001,14,6,0
"1410019",3332,1504,758,18,12,0
"1410020",3333,527,255,9,3,0
"1410021",3334,843,739,7,4,0
"1410022",3335,1093,607,15,12,0
"1410023",3336,598,450,8,3,0
"1410024",3337,1364,919,23,13,0
"1410025",3338,1183,654,19,8,0
"1410026",3339,750,401,22,5,0
"1410027",3340,854,289,15,5,0
"1410028",3341,154,50,2,2,0
"1410029",3342,1131,425,9,12,0
"1410030",3343,91,12,1,0,0
"1410031",3344,695,254,13,8,0
"1410032",3345,812,332,10,2,0
"1410033",3346,1036,390,11,5,0
"1410034",3347,291,106,3,4,0
"1410035",3348,972,382,19,9,0
"1410036",3349,947,210,21,12,0
"1410037",3350,761,253,21,15,0
"1410038",3351,845,236,15,4,0
"1410039",3352,230,90,8,3,0
"1410040",3353,364,73,4,2,0
"1410041",3354,410,103,12,2,0
"1410042",3355,619,202,9,8,0
"1410043",3356,806,683,25,4,0
"1410044",3357,1122,730,28,8,0
"1410045",3358,1425,762,34,15,0
"1410046",3359,557,239,14,2,0
"1410047",3360,966,642,15,4,0
"1410048",3361,764,307,11,6,0
"1410049",3362,621,373,22,3,0
"1410050",3363,845,431,29,7,0
"1410051",3364,837,509,12,10,0
"1410052",3365,841,419,14,4,0
"1410053",3366,1054,518,26,10,0
"1410054",3367,795,358,13,10,0
"1410055",3368,870,569,17,6,0
"1410056",3369,776,556,14,15,0
"1410057",3370,535,299,15,5,0
"1410058",3371,611,402,19,5,0
"1410059",3372,941,412,21,11,0
"1410060",3373,776,707,18,1,0
"1410061",3374,571,351,12,10,0
"1410062",3375,520,204,10,5,0
"1410063",3376,934,395,14,15,0
"1410064",3377,997,335,8,8,0
"1410065",3378,203,218,16,5,0
"1410066",3379,873,323,3,7,0
"1410067",3380,843,353,14,7,0
"1410068",3381,260,98,6,2,0
"1410069",3382,1586,537,23,11,0
"1410070",3383,1066,354,13,4,0
"1410071",3384,898,275,12,5,0
"1410072",3385,594,165,12,8,0
"1410073",3386,535,153,7,4,0
"1410074",3387,858,249,8,14,0
"1410075",3388,717,292,8,6,0
"1410076",3389,523,181,7,2,0
"1410077",3390,1001,339,9,9,0
"1410078",3391,521,208,12,3,0
"1410079",3392,263,67,3,3,0
"1410080",3393,555,125,9,9,0
"1410081",3394,113,50,2,0,0
"1410082",3395,866,226,10,5,0
"1410083",3396,517,129,13,12,0
"1410084",3397,891,226,7,9,0
"1410085",3398,633,178,5,12,0
"1410086",3399,101,105,9,2,0
"1410087",3400,5,1,0,0,0
"1410088",3401,260,285,20,3,0
"1410089",3402,1289,439,19,8,0
"1410090",3403,823,436,10,7,0
"1410091",3404,394,162,1,3,0
"1410092",3405,1280,722,13,6,0
"1410093",3406,676,302,7,5,0
"1410094",3407,1145,475,12,4,0
"1410095",3408,1190,551,14,8,0
"1410096",3409,1285,752,16,7,0
"1410097",3410,805,370,5,7,0
"1410098",3411,842,480,11,7,0
"1410099",3412,527,249,10,3,0
"1410100",3413,1349,559,19,10,0
"1410101",3414,993,540,10,3,0
"1410102",3415,982,409,12,5,0
"1410103",3416,736,461,12,2,0
"1410104",3417,1137,620,24,8,0
"1410105",3418,1116,529,15,6,0
"1410106",3419,1198,531,14,11,0
"1410107",3420,927,410,9,5,0
"1410108",3421,804,526,15,6,0
"1410109",3422,776,388,12,4,0
"1410110",3423,1317,602,10,8,0
"1410111",3424,493,216,2,2,0
"1410112",3425,2026,787,23,24,0
"1410113",3426,1135,473,14,3,0
"1410114",3427,1925,752,27,18,0
"1410115",3428,1045,546,23,6,0
"1410116",3429,1657,788,25,12,0
"1410117",3430,1303,574,20,16,0
"1410118",3431,1044,459,12,5,0
"1410119",3432,987,460,14,3,0
"1410120",3433,1298,520,13,12,0
"1410121",3434,878,310,10,2,0
"1410122",3435,1573,608,13,12,0
"1410123",3436,1304,476,12,9,0
"1410124",3437,1391,470,11,14,0
"1410125",3438,1623,688,21,11,0
"1410126",3439,1937,967,27,11,0
"1410127",3440,65,41,1,1,0
"1410128",3441,1459,846,22,14,0
"1410129",3442,1629,864,29,8,0
"1410130",3443,1667,716,19,12,0
"1410131",3444,1267,533,16,6,0
"1410132",3445,167,53,7,1,0
"1410133",3446,1066,264,10,11,0
"1410134",3447,478,206,5,7,0
"1410135",3448,927,265,10,12,0
"1410136",3449,717,198,6,8,0
"1410137",3450,818,210,7,4,0
"1410138",3451,902,229,9,10,0
"1410139",3452,852,302,12,8,0
"1410140",3453,701,223,12,11,0
"1410141",3454,527,176,7,4,0
"1410142",3455,458,134,4,5,0
"1410143",3456,1031,241,11,10,0
"1410144",3457,1068,322,8,10,0
"1410145",3458,1008,341,11,8,0
"1410146",3459,525,158,5,2,0
"1410147",3460,581,216,8,3,0
"1410148",3461,937,274,10,6,0
"1410149",3462,1045,341,11,9,0
"1410150",3463,703,216,4,11,0
"1410151",3464,887,272,7,4,0
"1410152",3465,834,211,4,6,0
"1410153",3466,1028,301,9,9,0
"1410154",3467,900,251,12,4,0
"1410155",3468,393,126,7,4,0
"1410156",3469,701,191,8,6,0
"1410157",3470,209,61,3,1,0
"1410158",3471,629,451,7,7,0
"1410159",3472,597,238,10,10,0
"1410160",3473,892,347,8,10,0
"1410161",3474,362,178,3,3,0
"1410162",3475,1297,449,15,9,0
"1410163",3476,912,409,5,10,0
"1410164",3477,1203,471,8,8,0
"1410165",3478,1270,453,19,17,0
"1410166",3479,856,644,15,16,0
"1410167",3480,1207,475,23,23,0
"1410168",3481,137,69,0,0,0
"1410169",3482,886,372,17,15,0
"1410170",3483,1021,638,20,8,0
"1410171",3484,779,285,19,9,0
"1410172",3485,1272,576,13,9,0
"1410173",3486,446,277,8,3,0
"1410174",3487,15,13,0,0,0
"1410175",3488,107,37,1,3,0
"1410176",3489,446,269,10,1,0
"1410177",3490,228,131,6,0,0
"1410178",3491,380,287,5,7,0
"1410179",3492,228,60,6,4,0
"1410180",3493,713,271,8,6,0
"1410181",3494,1415,840,47,9,0
"1410182",3495,864,387,25,5,0
"1410183",3496,1,0,0,0,0
"1410184",3497,1,0,0,0,0
"1410185",3498,248,202,3,0,0
"1410186",3499,277,159,8,2,0
"1410187",3500,0,0,0,0,0
"1410188",3501,37,27,2,0,0
"1410189",3502,47,24,1,0,0
"1410190",3503,42,14,1,0,0
"1410191",3504,218,107,2,1,0
"1410192",3505,1570,1115,26,9,0
"1410193",3506,860,597,8,1,0
"1410194",3507,999,633,39,7,0
"1410195",3508,1157,737,37,13,0
"1410196",3509,1152,532,19,7,0
"1410197",3510,1493,619,17,11,0
"1410198",3511,1081,528,27,9,0
"1410199",3512,434,327,6,1,0
"1410200",3513,100,44,2,1,0
"1410201",3514,903,500,22,5,0
"1410202",3515,987,592,12,6,0
"1410203",3516,1999,1105,28,14,0
"1410204",3517,525,315,6,5,0
"1410205",3518,1170,499,22,11,0
"1410206",3519,249,114,2,2,0
"1410207",3520,659,226,14,3,0
"1410208",3521,487,209,17,4,0
"1410209a",3522,83,84,7,1,0
"1410209b",3523,0,0,0,0,0
"1410210",3524,0,0,0,0,0
"1410211a",3525,70,45,2,2,0
"1410211b",3526,0,0,0,0,0
"1410212",3527,414,213,11,2,0
"1410213",3528,79,32,1,1,0
"1410214",3529,2,1,0,0,0
"1410215",3530,1274,734,17,15,0
"1410216",3531,9,2,0,0,0
"1410217",3532,113,50,3,3,0
"1410218",3533,48,24,0,0,0
"1410219",3534,492,134,5,5,0
"1410220",3535,439,122,6,1,0
"1410221",3536,60,64,5,0,0
"1430010",3537,204,530,11,3,0
"1430011",3538,104,271,10,5,0
"1430012",3539,156,737,10,1,1
"1430018",3540,200,1168,9,2,2
"1430019",3541,138,891,15,0,0
"1430020",3542,154,697,12,3,0
"1430021",3543,157,800,12,0,1
"1430023",3544,65,308,3,0,2
"1430024",3545,252,909,12,0,1
"1430025",3546,64,502,7,0,1
"1430030",3547,58,449,2,2,1
"1430031",3548,121,827,10,1,0
"1430032",3549,183,961,27,3,1
"1430033",3550,215,390,14,1,2
"1430034",3551,125,893,8,2,3
"1430035",3552,40,56,1,1,1
"1430041",3553,62,550,3,0,1
"1430044",3554,174,1473,15,3,2
"1430045",3555,288,736,26,4,4
"1430046",3556,107,374,7,4,1
"1430047",3557,49,162,4,0,0
"1450101",3558,152,159,2,2,0
"1450102",3559,220,321,3,0,0
"1450103",3560,61,449,5,0,0
"1450201",3561,82,366,1,2,0
"1450202",3562,370,162,1,1,0
"1450203",3563,304,134,2,2,0
"1450301",3564,89,429,3,0,0
"1450302",3565,188,607,3,1,0
"1450303",3566,37,380,1,1,0
"1450401",3567,82,331,7,2,0
"1450402",3568,178,492,9,2,0
"1450403",3569,136,347,7,0,0
"1470001",3570,214,795,11,1,1
"1470002",3571,103,841,7,0,0
"1470003",3572,132,284,3,2,0
"1470004",3573,276,776,7,1,0
"1470005",3574,63,366,1,1,0
"1470006",3575,85,478,3,1,0
"1470007",3576,49,296,0,0,0
"1470009",3577,96,611,7,1,0
"1470010",3578,316,1598,22,3,1
"1470011",3579,267,1451,25,3,0
"1470012",3580,114,761,6,1,0
"1470013",3581,63,301,4,0,0
"1470015",3582,74,597,12,2,0
"1470016",3583,33,203,1,0,0
"1470017",3584,101,424,9,1,0
"1470018",3585,376,1389,27,4,1
"1470019",3586,293,1000,10,2,0
"1490110",3587,119,665,5,1,7
"1490112",3588,187,678,8,2,0
"1490204",3589,184,923,4,3,8
"1490207",3590,262,1222,5,4,5
"1490315",3591,87,450,4,1,1
"1490316",3592,321,1157,8,1,4
"1490422",3593,93,466,0,0,1
"1490423",3594,133,518,3,3,1
"1490425",3595,405,1352,13,4,6
"149101n",3596,413,994,9,2,4
"149201e",3597,166,723,12,1,1
"149301w",3598,280,1014,12,4,1
"1510001",3599,66,365,2,0,0
"1510004",3600,78,359,6,2,0
"1510010a",3601,96,350,7,1,0
"1510010b",3602,0,0,0,0,0
"1510012",3603,112,374,6,2,0
"1530001",3604,106,502,3,0,0
"1530002",3605,102,531,3,1,0
"1530003",3606,115,240,5,0,0
"1530004",3607,115,311,4,1,1
"1550101",3608,26,84,3,0,0
"1550201",3609,24,153,1,0,0
"1550301",3610,21,98,0,1,0
"1550401",3611,28,110,2,0,0
"1571004",3612,1164,1617,27,7,10
"1571005",3613,345,940,10,1,3
"1571006",3614,2972,5072,82,18,24
"1571008",3615,171,550,7,0,0
"1571013",3616,929,991,24,11,3
"1571014",3617,1921,3168,44,8,13
"1571019",3618,198,574,6,2,1
"1571038",3619,2011,2332,54,9,19
"1571041",3620,465,1061,13,2,0
"1571054",3621,116,169,6,4,0
"1571057",3622,1752,2267,41,9,11
"1571063",3623,777,1799,25,2,8
"1571103",3624,1723,2703,42,13,12
"1571104",3625,1687,2534,42,11,11
"1571122",3626,1167,1794,39,4,13
"1571130",3627,1722,2259,52,6,12
"1571132",3628,1820,2027,42,12,16
"1571133",3629,1211,1798,42,4,11
"1571142",3630,1549,1787,48,3,12
"1571143",3631,2463,2758,56,15,12
"1571144",3632,1418,1991,34,6,11
"1571145",3633,1002,1137,22,4,2
"1571146",3634,2394,2566,49,18,16
"1571148a",3635,3205,4907,93,12,18
"1571148b",3636,0,0,0,0,0
"1571149",3637,919,3447,39,3,9
"1571156",3638,578,1345,14,3,5
"1571159",3639,1096,1162,27,4,6
"1571160",3640,936,818,17,10,2
"1571165",3641,588,1580,16,2,10
"1572003",3642,1270,303,8,3,5
"1572007",3643,511,713,4,3,3
"1572009",3644,1060,1704,23,8,13
"1572010",3645,522,2117,22,7,7
"1572017",3646,1586,110,4,7,2
"1572018",3647,320,1246,7,2,4
"1572021",3648,68,507,6,0,1
"1572023",3649,1159,181,6,6,0
"1572028",3650,1011,790,15,3,7
"1572030",3651,1069,1073,20,10,7
"1572031",3652,1656,143,5,11,4
"1572033",3653,619,246,10,1,0
"1572034",3654,2866,261,17,11,3
"1572036",3655,673,45,1,2,1
"1572050",3656,1969,103,9,6,5
"1572051",3657,1564,84,11,11,2
"1572052",3658,1545,114,7,9,3
"1572055",3659,679,34,2,3,0
"1572056",3660,316,112,6,2,2
"1572058",3661,961,239,14,3,1
"1572059",3662,1415,140,7,7,6
"1572061",3663,1980,1508,30,5,8
"1572068",3664,30,332,3,2,2
"1572070",3665,687,462,6,2,2
"1572075",3666,1182,134,5,14,3
"1572077",3667,1287,210,8,13,2
"1572081",3668,669,261,4,6,4
"1572085",3669,1181,1136,31,8,3
"1572087",3670,656,939,16,2,13
"1572088",3671,694,284,4,4,1
"1572089",3672,938,56,2,5,1
"1572090",3673,293,266,5,1,3
"1572091",3674,318,169,7,1,3
"1572094",3675,3,1,0,0,0
"1572097",3676,2031,1894,53,6,19
"1572108",3677,3580,1224,30,10,15
"1572109",3678,397,355,2,2,2
"1572114",3679,2621,275,16,10,3
"1572115",3680,978,289,12,3,2
"1572116",3681,1355,115,8,8,3
"1572118",3682,2882,2808,43,11,19
"1572120",3683,952,1531,17,1,6
"1572123",3684,1363,101,4,6,3
"1572128",3685,1015,1790,23,4,8
"1572134",3686,2286,764,26,16,7
"1572136",3687,173,71,1,2,0
"1572151",3688,1361,688,11,7,3
"1572152",3689,3724,2993,84,22,14
"1572153",3690,1424,112,6,7,2
"1572161",3691,93,386,5,0,0
"1572171",3692,1106,895,10,5,5
"1573011",3693,552,658,17,4,3
"1573016",3694,1568,1254,17,18,11
"1573020",3695,881,1425,29,3,10
"1573022",3696,1166,1308,29,5,9
"1573027",3697,10,13,0,0,0
"1573029",3698,577,882,23,9,10
"1573035",3699,720,675,12,5,8
"1573042",3700,285,515,7,1,3
"1573043",3701,388,150,5,7,0
"1573044",3702,1758,1370,21,5,6
"1573045",3703,795,610,15,10,3
"1573046",3704,1310,1099,24,10,6
"1573047",3705,397,253,5,1,2
"1573049",3706,1750,909,20,9,5
"1573053",3707,0,1,0,0,0
"1573060",3708,1678,722,15,11,5
"1573062",3709,1658,1089,23,2,6
"1573064",3710,1101,1135,25,7,7
"1573065a",3711,2524,1837,45,12,6
"1573065b",3712,0,0,0,0,0
"1573071",3713,274,189,1,0,2
"1573078",3714,280,151,2,0,0
"1573079",3715,190,156,3,1,2
"1573080",3716,634,478,11,3,4
"1573084",3717,665,546,8,0,7
"1573086",3718,1174,638,12,3,8
"1573092",3719,369,202,1,1,1
"1573093",3720,261,84,2,1,0
"1573096",3721,1240,530,18,9,7
"1573098",3722,1114,663,25,6,2
"1573102",3723,1133,692,9,6,5
"1573105",3724,247,197,3,2,1
"1573107",3725,633,916,10,5,5
"1573110",3726,1038,902,20,10,5
"1573111",3727,493,519,15,5,4
"1573112",3728,210,65,2,0,1
"1573119",3729,1154,1420,18,8,7
"1573121",3730,340,205,3,1,7
"1573125",3731,1969,1111,26,8,1
"1573126",3732,378,233,4,1,1
"1573127a",3733,1326,923,25,7,10
"1573127b",3734,4,5,0,0,0
"1573129",3735,3227,2310,32,12,20
"1573131a",3736,668,530,13,5,3
"1573131b",3737,0,0,0,0,0
"1573135",3738,3252,2053,40,19,20
"1573137",3739,237,113,1,1,0
"1573138",3740,239,103,3,0,1
"1573139",3741,757,374,7,2,4
"1573140",3742,1135,1313,22,10,7
"1573147",3743,2360,1138,12,7,9
"1573155",3744,1301,676,16,8,4
"1573157",3745,447,360,5,2,2
"1573158",3746,1353,588,5,3,2
"1573166",3747,50,40,1,1,0
"1573168",3748,239,184,6,1,1
"1573169",3749,288,155,3,2,1
"1573172",3750,792,398,4,3,2
"1573174",3751,753,462,10,3,3
"1573175",3752,643,260,5,6,2
"1574001",3753,606,945,10,11,6
"1574002",3754,344,57,4,5,2
"1574012",3755,675,764,20,7,2
"1574015",3756,249,748,4,4,0
"1574024",3757,60,202,1,1,0
"1574025",3758,1319,1700,33,14,5
"1574026",3759,1244,1127,20,10,8
"1574032",3760,580,292,7,3,2
"1574037",3761,730,915,8,13,2
"1574039",3762,474,253,1,3,1
"1574040",3763,967,305,13,10,3
"1574048",3764,690,384,13,6,6
"1574066",3765,2312,857,28,19,5
"1574067",3766,1464,830,17,6,1
"1574069",3767,2356,1366,42,12,6
"1574072",3768,17,61,0,0,0
"1574073a",3769,331,524,7,3,1
"1574073b",3770,0,0,0,0,0
"1574074",3771,1642,1185,34,7,10
"1574076",3772,1380,777,15,11,8
"1574082",3773,2460,2912,39,12,19
"1574083",3774,2261,1267,34,9,12
"1574095",3775,1727,1506,35,11,12
"1574099",3776,1516,920,19,16,5
"1574100",3777,1216,614,16,10,5
"1574101",3778,1722,668,14,11,3
"1574106",3779,2742,1182,21,21,11
"1574113",3780,3619,1226,31,19,11
"1574117",3781,696,399,10,4,2
"1574124",3782,1741,927,18,9,6
"1574141",3783,1287,1480,15,6,6
"1574150",3784,3493,1656,27,13,6
"1574154",3785,1260,995,24,10,5
"1574162",3786,111,347,4,1,1
"1574163",3787,594,337,5,4,3
"1574164",3788,641,357,7,5,2
"1574167",3789,10,3,0,0,0
"1574170",3790,112,55,1,1,1
"1574173",3791,522,321,7,2,2
"1590101",3792,152,740,10,1,0
"1590102",3793,41,362,2,0,0
"1590201",3794,56,385,1,0,0
"1590202",3795,137,485,3,3,0
"1590301",3796,75,460,2,0,0
"1590302",3797,96,489,6,3,0
"1590401",3798,155,756,4,0,0
"1590402",3799,92,484,8,1,0
"1610001",3800,336,1678,16,4,4
"1610002",3801,234,959,16,1,1
"1610003",3802,6,112,0,0,0
"1610004a",3803,34,256,1,0,0
"1610004b",3804,4,26,0,0,0
"1610005a",3805,267,899,4,2,0
"1610005b",3806,134,425,2,2,0
"1610006a",3807,39,314,4,0,0
"1610006b",3808,2,15,0,0,0
"1610006c",3809,0,0,0,0,0
"1610007a",3810,102,394,7,4,3
"1610007b",3811,7,39,0,0,0
"1610008",3812,71,360,2,3,0
"1610009a",3813,31,124,0,0,0
"1610009b",3814,30,114,1,0,0
"1610009c",3815,0,3,0,0,0
"1610010",3816,21,228,2,0,0
"1610011a",3817,120,165,2,0,0
"1610011b",3818,87,134,1,1,0
"1610011c",3819,0,0,0,0,0
"1610013",3820,81,538,5,0,0
"1610015",3821,29,208,4,1,0
"1630001",3822,408,383,4,1,0
"1630002",3823,335,209,6,0,0
"1630003",3824,275,127,4,1,0
"1630004",3825,302,398,3,1,0
"1630005",3826,110,318,0,0,0
"1630006",3827,102,299,1,0,0
"1630008",3828,411,385,1,2,0
"1630009",3829,306,303,3,2,0
"1630010",3830,173,401,1,2,0
"1650002",3831,106,1144,11,1,1
"1650003",3832,117,1716,13,0,0
"1650004",3833,123,1134,15,3,0
"1650005",3834,12,145,1,0,0
"1650006",3835,35,114,2,0,0
"1650008",3836,150,713,8,6,0
"1650009",3837,33,389,4,0,0
"1670137",3838,751,1619,29,4,6
"1670142",3839,1343,1121,34,8,4
"1670143",3840,672,550,13,2,2
"1670144",3841,539,1196,18,5,2
"1670146",3842,786,1294,25,5,4
"1670148",3843,966,1534,48,7,2
"1670150",3844,621,985,19,3,4
"1670151",3845,574,1724,24,6,2
"1670152",3846,412,814,17,4,2
"1670159",3847,948,1809,29,3,3
"1670165",3848,572,1249,23,2,4
"1670166",3849,705,1529,40,5,7
"1670167",3850,734,1676,29,5,3
"1670168",3851,0,2,0,0,0
"1670172",3852,90,283,0,2,0
"1670173",3853,252,481,11,2,2
"1670185",3854,592,1333,27,5,3
"1670191",3855,829,1623,34,5,5
"1670193",3856,693,1324,36,3,3
"1670196",3857,555,80,2,2,1
"1670197",3858,193,411,13,2,0
"1670202",3859,613,388,16,3,2
"1670203",3860,158,860,7,0,0
"1670204",3861,137,620,5,2,0
"1670206",3862,1673,1135,43,14,13
"1670211",3863,581,273,18,8,2
"1670214",3864,1781,667,32,6,4
"1670215",3865,1615,866,37,14,0
"1670216",3866,949,542,19,0,2
"1670218",3867,1243,1049,36,8,2
"1670221",3868,520,1211,7,2,3
"1670223",3869,1150,1047,25,5,3
"1670224",3870,1194,1152,23,4,2
"1670225",3871,514,1886,26,7,3
"1670226",3872,540,1296,17,9,1
"1670227",3873,404,1939,22,2,4
"1670230",3874,1018,569,10,6,1
"1670245",3875,408,83,3,1,1
"1670274",3876,167,458,6,0,0
"1670275",3877,97,195,1,0,0
"1670276",3878,766,972,17,5,6
"1670277",3879,291,1596,22,1,2
"1670278",3880,438,2350,23,2,6
"1670333",3881,894,1768,40,7,4
"1670340",3882,332,53,6,3,1
"1670341",3883,386,474,15,4,2
"1670353",3884,1119,1968,58,8,8
"1670354",3885,1305,1977,58,11,9
"1670355",3886,749,1302,29,3,2
"1670356",3887,735,2038,25,7,4
"1670357",3888,999,2568,48,8,4
"1670363",3889,898,1781,31,4,7
"1670364",3890,745,1608,38,7,5
"1670370",3891,726,1486,37,2,2
"1670371",3892,799,1099,31,4,4
"1670384",3893,274,489,10,2,0
"1670386",3894,594,1169,24,3,5
"1670387",3895,823,1646,33,3,2
"1670388",3896,1085,1967,59,6,10
"1670389",3897,284,150,2,1,1
"1670390",3898,996,1901,48,8,7
"1670392",3899,233,351,2,1,0
"1670398",3900,174,131,1,1,0
"1670399",3901,91,86,2,1,0
"1670401",3902,361,720,14,1,3
"1670412",3903,6,1,0,0,0
"1670419",3904,934,1097,24,9,1
"1670420",3905,833,1354,32,8,3
"1670422",3906,364,596,14,2,1
"1670428",3907,382,2098,31,6,4
"1670429",3908,570,929,21,5,4
"1670431",3909,1366,445,6,6,1
"1670432",3910,643,698,15,5,0
"1670434",3911,639,203,5,7,1
"1670435",3912,520,397,10,3,2
"1670436",3913,1845,266,7,8,3
"1670438",3914,1499,952,33,6,4
"1670439",3915,821,1670,26,9,5
"1670458",3916,170,918,7,1,2
"1670460",3917,629,1939,41,7,6
"1670461",3918,741,2231,33,10,13
"1670462",3919,688,1816,36,6,7
"1670479",3920,152,784,6,4,1
"1670480",3921,426,537,4,0,1
"1670481",3922,38,107,0,0,1
"1670482",3923,22,125,2,0,0
"1670483",3924,981,1563,20,8,5
"1670492",3925,348,1094,16,4,3
"1670495",3926,478,1266,24,4,4
"1672301",3927,1,2,0,0,0
"1672321",3928,0,0,0,0,0
"1672323",3929,54,287,2,1,1
"1674191",3930,0,0,0,0,0
"1674322",3931,0,0,0,0,0
"1674391",3932,6,13,1,0,0
"1674801",3933,0,0,0,0,0
"1690001",3934,41,351,3,0,0
"1690002",3935,55,424,0,1,0
"1690003",3936,55,290,0,3,0
"1690004",3937,49,180,1,0,0
"1690005",3938,15,71,0,0,0
"1690006",3939,16,97,1,0,0
"1710001",3940,422,1214,17,2,0
"1710002",3941,287,795,10,3,0
"1710003",3942,224,689,9,2,0
"1710004",3943,642,1832,23,2,0
"1710005",3944,152,1248,15,1,1
"1710006",3945,96,427,3,0,0
"1710007",3946,402,1766,21,0,1
"1710008",3947,44,229,3,0,0
"1710009",3948,16,147,1,0,0
"1710010",3949,150,605,11,0,0
"1710012",3950,335,1674,7,5,1
"1710013",3951,255,1370,15,1,0
"1710015",3952,152,518,5,0,1
"1730001",3953,7,170,2,0,0
"1730002",3954,10,123,1,0,0
"1730003",3955,8,169,0,0,0
"1730004",3956,14,149,0,0,0
"1750011",3957,252,386,1,2,1
"1750012",3958,35,313,0,0,0
"1750021",3959,252,488,7,0,1
"1750022",3960,52,125,1,0,0
"1750031",3961,99,355,0,0,1
"1750032",3962,52,437,6,0,1
"1750041",3963,45,260,4,0,0
"1750042",3964,53,436,4,0,1
"1750043",3965,37,285,1,0,1
"1770001",3966,426,1316,13,4,0
"1770002",3967,340,695,11,3,0
"1770003",3968,278,719,8,3,0
"1770005",3969,86,366,2,1,0
"1770007",3970,61,266,5,0,0
"1770008",3971,52,209,2,1,0
"1770009",3972,298,388,4,0,0
"1770010",3973,74,313,2,0,0
"1770011",3974,15,165,0,1,0
"1770012",3975,32,105,1,0,0
"1770013",3976,43,229,2,0,0
"1770014",3977,8,59,1,0,0
"1770015",3978,32,241,1,0,0
"17704/6",3979,203,556,5,2,0
"1790001",3980,15,289,3,1,0
"1790002",3981,154,1391,19,6,0
"1790003",3982,1,100,3,0,0
"1790004",3983,39,442,3,1,0
"1790005",3984,205,1842,31,3,0
"1790006",3985,202,1731,16,1,0
"1790007",3986,213,1045,22,4,0
"1810101",3987,447,585,11,3,0
"1810102",3988,683,428,14,3,2
"1810103",3989,512,640,14,8,1
"1810104",3990,130,737,6,0,5
"1810105",3991,157,633,11,2,5
"1810106",3992,382,1688,25,8,3
"1810107",3993,195,1242,15,2,3
"1810108",3994,291,1608,17,3,7
"1810109",3995,693,2821,35,3,7
"1810201",3996,721,1507,33,7,9
"1810202",3997,716,1772,32,9,3
"1810203",3998,264,380,6,8,2
"1810204",3999,10,64,0,0,0
"1810205",4000,524,2303,24,6,6
"1810206",4001,457,826,13,1,4
"1810207",4002,130,608,6,1,2
"1810208",4003,250,855,13,2,2
"1810209",4004,190,929,9,2,4
"1810210",4005,209,1337,18,4,4
"1810301",4006,562,1075,25,2,6
"1810302",4007,849,1569,18,4,4
"1810303",4008,55,274,2,0,0
"1810304",4009,799,1635,36,7,9
"1810305",4010,173,957,12,3,1
"1810306",4011,394,2442,23,4,2
"1810307",4012,199,1386,17,4,2
"1810308",4013,146,790,14,2,0
"1810309",4014,112,495,9,1,7
"1810310",4015,30,145,2,0,0
"1810401",4016,488,508,16,3,2
"1810402",4017,513,1200,18,4,6
"1810403",4018,529,2164,22,8,4
"1810404",4019,611,2510,30,8,10
"1810405",4020,160,283,4,2,0
"1810406",4021,312,1861,15,4,2
"1810407",4022,46,50,1,0,0
"1810408",4023,224,559,11,1,1
"1810409",4024,506,1142,23,2,5
"1810410",4025,503,1252,24,4,3
"1810411",4026,50,126,2,0,0
"1810412",4027,284,777,8,1,4
"1830001",4028,374,795,12,3,3
"1830002",4029,820,1889,34,6,2
"1830003",4030,425,997,22,2,1
"1830004",4031,582,1920,33,3,3
"1830005",4032,610,2100,41,7,1
