CNTYVTD,VTDKEY,CruzR_12G_U.S. Sen,SadlerD_12G_U.S. Sen,MyersL_12G_U.S. Sen,CollinsG_12G_U.S. Sen
"2450085",6113,103,729,4,2
"2450086",6114,392,338,5,1
"2450087",6115,92,586,4,1
"2450088",6116,234,335,8,2
"2450089",6117,72,205,0,0
"2450090",6118,9,19,0,0
"2450091",6119,296,43,4,1
"2450092",6120,440,243,6,2
"2450093",6121,73,303,3,2
"2450094",6122,1100,292,11,1
"2450095",6123,236,131,5,0
"2450096",6124,65,201,2,0
"2450097",6125,14,27,2,0
"2450098",6126,88,38,2,0
"2450099",6127,102,246,3,4
"2450100",6128,1085,526,14,2
"2450101",6129,12,3,1,0
"2450102",6130,1,0,0,0
"2450103",6131,88,28,0,0
"2450104",6132,43,10,1,0
"2470001",6133,79,307,2,4
"2470002",6134,153,281,4,2
"2470003",6135,101,247,4,1
"2470004",6136,100,303,3,4
"2470005",6137,0,1,0,0
"2490001",6138,82,139,5,2
"2490002",6139,156,76,2,2
"2490003",6140,426,170,15,5
"2490004",6141,277,383,4,3
"2490005",6142,30,105,5,2
"2490006",6143,104,311,3,5
"2490007",6144,804,489,16,7
"2490008",6145,966,475,17,11
"2490009",6146,83,159,0,2
"2490010",6147,198,669,6,7
"2490011",6148,138,251,2,3
"2490012",6149,342,541,14,13
"2490013",6150,45,162,0,1
"2490014",6151,69,60,1,0
"2490015",6152,248,425,13,1
"2490016",6153,60,315,1,3
"2490017",6154,236,430,11,1
"2490018",6155,62,102,3,4
"2490019",6156,101,30,2,0
"2490020",6157,70,246,6,0
"2490022",6158,177,456,8,2
"2510001",6159,77,19,1,1
"2510002",6160,932,233,29,11
"2510003",6161,729,194,20,7
"2510004",6162,1454,449,53,7
"2510005",6163,1034,255,25,6
"2510006",6164,187,28,3,1
"2510007",6165,1126,307,22,11
"2510008",6166,661,270,33,12
"2510009",6167,479,129,14,3
"2510010",6168,692,268,33,18
"2510011",6169,1759,454,56,17
"2510012a",6170,1164,299,28,10
"2510012b",6171,393,97,8,2
"2510013",6172,923,239,22,13
"2510014",6173,188,60,7,5
"2510015",6174,680,156,24,6
"2510016",6175,223,65,3,1
"2510017",6176,972,389,38,16
"2510018",6177,1362,493,37,16
"2510019",6178,1814,501,43,13
"2510020",6179,341,303,12,6
"2510021",6180,588,178,26,10
"2510022",6181,1323,468,53,24
"2510023",6182,929,253,28,15
"2510024",6183,931,329,26,9
"2510025",6184,475,191,22,9
"2510026",6185,607,139,15,6
"2510027",6186,907,220,28,10
"2510028",6187,742,229,27,1
"2510029",6188,452,109,14,5
"2510030",6189,588,150,20,6
"2510031",6190,516,120,13,2
"2510032",6191,1206,323,33,12
"2510033",6192,960,242,38,12
"2510034",6193,866,259,29,10
"2510035",6194,1863,415,44,9
"2510036",6195,210,143,9,3
"2510037",6196,669,190,22,5
"2510038",6197,293,76,11,4
"2510039",6198,759,210,22,7
"2510040",6199,1143,354,42,7
"2510041",6200,1784,479,36,14
"2510042",6201,599,243,26,7
"2510043",6202,561,219,21,4
"2530001",6203,792,352,19,9
"2530002",6204,908,417,27,10
"2530003",6205,1243,222,25,10
"2530004",6206,1040,295,27,19
"2550001",6207,326,322,10,11
"2550002",6208,83,28,1,0
"2550003",6209,104,19,2,0
"2550004",6210,338,205,11,5
"2550005",6211,204,147,5,8
"2550006",6212,142,28,4,0
"2550007",6213,309,79,1,5
"2550008",6214,75,39,2,1
"2550009",6215,79,33,2,0
"2550010",6216,136,39,11,1
"2550011",6217,261,137,8,2
"2550012",6218,172,86,6,0
"2550013",6219,22,6,0,0
"2550014",6220,160,263,8,6
"2550015",6221,22,12,3,0
"2570001",6222,865,495,27,10
"2570002",6223,516,143,12,5
"2570003",6224,805,271,21,6
"2570004",6225,754,237,13,9
"2570005",6226,270,846,10,4
"2570006",6227,776,190,20,6
"2570007",6228,498,257,15,7
"2570008",6229,562,341,17,7
"2570009",6230,614,253,11,6
"2570010",6231,952,227,29,9
"2570011",6232,891,287,14,9
"2570012",6233,711,165,21,5
"2570013",6234,599,307,13,6
"2570014",6235,550,194,9,7
"2570015",6236,1022,259,18,16
"2570016",6237,1215,226,27,13
"2570017",6238,885,161,14,4
"2570018",6239,924,229,17,3
"2570019",6240,985,399,29,9
"2570020",6241,511,165,13,9
"2570021",6242,944,228,21,4
"2570022",6243,543,103,13,2
"2570023",6244,402,232,9,4
"2570024",6245,550,238,8,6
"2570025",6246,327,172,8,2
"2570026",6247,153,694,4,1
"2570027",6248,951,271,24,9
"2570028",6249,638,191,10,6
"2570029",6250,351,248,13,5
"2570030",6251,655,166,23,7
"2570031",6252,352,103,8,3
"2570032",6253,731,242,14,3
"2570033",6254,100,51,3,2
"2570034",6255,917,287,16,6
"2570035",6256,667,341,17,10
"2570036",6257,454,155,11,6
"2570037",6258,295,215,15,3
"2591010",6259,1030,272,33,10
"2591030",6260,112,22,3,0
"2591050",6261,1087,218,31,11
"2591110",6262,981,197,22,8
"2592020",6263,1146,196,19,5
"2592060",6264,664,129,12,6
"2592080",6265,820,166,15,3
"2592120",6266,725,131,16,10
"2593010",6267,798,152,18,10
"2593030",6268,1095,197,36,11
"2593040",6269,478,101,15,6
"2593050",6270,1052,228,28,8
"2593060",6271,368,68,14,3
"2594050",6272,1105,281,30,15
"2594070",6273,778,176,27,11
"2594090",6274,594,138,15,7
"2594100",6275,1281,280,37,15
"2610001",6276,18,15,1,0
"2610002",6277,14,18,1,1
"2610003",6278,9,13,1,0
"2610004",6279,24,8,2,0
"2610005",6280,4,2,0,0
"2610006",6281,11,11,0,0
"2630101",6282,80,23,3,1
"2630201",6283,19,3,1,0
"2630202",6284,51,14,0,0
"2630301",6285,53,24,3,1
"2630302",6286,30,4,0,0
"2630401",6287,53,17,1,0
"2650101",6288,1421,338,33,12
"2650107",6289,491,119,19,6
"2650109",6290,804,185,16,8
"2650113",6291,734,210,26,5
"2650118",6292,150,66,5,3
"2650119",6293,986,328,37,15
"2650202",6294,950,203,32,12
"2650211",6295,337,104,16,5
"2650215",6296,1507,320,49,25
"2650220",6297,1338,246,25,6
"2650303",6298,722,160,13,7
"2650308",6299,394,103,7,6
"2650312",6300,1259,461,41,17
"2650314",6301,695,387,40,14
"2650404",6302,440,73,15,1
"2650405",6303,887,252,20,7
"2650406",6304,1396,335,46,19
"2650410",6305,196,13,4,0
"2650416",6306,830,214,30,9
"2650417",6307,956,192,22,8
"2670001",6308,411,61,8,5
"2670002",6309,172,31,6,2
"2670003",6310,136,16,3,0
"2670004",6311,177,41,10,3
"2670006",6312,176,24,3,0
"2670007",6313,188,24,4,1
"2670009",6314,275,45,4,1
"2690001",6315,35,0,1,0
"2690002",6316,23,0,0,0
"2690003",6317,36,0,0,0
"2690004",6318,23,4,0,0
"2710001",6319,239,92,4,5
"2710002",6320,149,141,9,8
"2710003",6321,130,114,8,1
"2710004",6322,334,104,6,5
"2730011",6323,151,207,7,4
"2730012",6324,595,369,17,7
"2730013",6325,120,182,1,0
"2730014",6326,350,356,10,4
"2730021",6327,414,329,13,4
"2730022",6328,135,156,7,5
"2730023",6329,120,98,3,1
"2730024",6330,282,297,14,8
"2730031",6331,417,397,16,15
"2730032",6332,155,144,5,1
"2730033",6333,88,72,2,1
"2730034",6334,384,233,8,4
"2730035",6335,275,234,13,2
"2730041",6336,255,274,10,4
"2730042",6337,104,341,10,6
"2730043",6338,191,504,11,7
"2730044",6339,100,117,7,3
"2750101",6340,318,89,10,2
"2750201",6341,139,41,6,3
"2750202",6342,128,63,1,2
"2750301",6343,216,86,4,4
"2750302",6344,31,10,0,0
"2750401",6345,214,83,11,1
"277001c",6346,145,24,1,1
"277001e",6347,306,92,10,1
"277001f",6348,599,147,13,8
"277001h",6349,204,54,5,5
"277001i",6350,143,44,3,2
"277002d",6351,205,143,8,5
"277002e",6352,259,66,2,3
"277002f",6353,70,19,0,1
"277002g",6354,205,106,5,4
"277003d",6355,336,87,10,4
"277003e",6356,538,106,19,1
"277003f",6357,238,65,7,1
"277003g",6358,292,62,3,1
"277003i",6359,596,113,15,1
"277004b",6360,733,207,15,10
"277004d",6361,653,136,14,2
"277004e",6362,439,124,19,6
"277004f",6363,738,189,14,1
"277004ga",6364,466,81,8,2
"277004gb",6365,55,9,1,0
"2771a3b",6366,1630,665,30,11
"2771a5a",6367,168,156,13,7
"2772a1a",6368,146,433,9,5
"2772c3a",6369,699,912,34,16
"2773c7g",6370,826,405,14,7
"2773h3c",6371,277,164,4,4
"2774a6e",6372,760,189,11,4
"2790001",6373,406,99,13,3
"2790002",6374,184,125,9,1
"2790003",6375,360,69,7,3
"2790004",6376,31,3,0,0
"2790005",6377,194,42,2,1
"2790006",6378,120,66,6,1
"2790008",6379,775,253,16,2
"2790009",6380,329,110,7,0
"2790010",6381,182,64,11,1
"2790011",6382,319,70,9,2
"2790012",6383,79,11,2,0
"2810001",6384,873,289,24,8
"2810002",6385,1440,369,34,10
"2810003",6386,599,189,18,7
"2810004",6387,492,120,8,4
"2810005",6388,164,39,3,0
"2810006",6389,252,41,5,2
"2810007",6390,336,72,14,10
"2810008",6391,686,177,20,16
"2810009",6392,667,144,19,9
"2830001",6393,257,199,5,4
"2830002",6394,55,100,3,3
"2830003",6395,103,235,4,3
"2830004",6396,43,9,0,0
"2830005",6397,98,192,3,2
"2830006",6398,88,118,4,0
"2850101",6399,653,144,18,9
"2850102",6400,652,210,14,6
"2850119",6401,346,82,11,0
"2850208",6402,403,84,5,4
"2850223",6403,595,182,12,8
"2850231",6404,734,195,7,6
"2850309",6405,564,187,11,5
"2850311",6406,342,82,7,6
"2850329",6407,632,209,15,7
"2850416",6408,392,57,7,5
"2850430",6409,828,248,13,5
"2870101",6410,566,299,16,2
"2870102",6411,67,98,5,1
"2870103",6412,105,45,2,4
"2870201",6413,316,59,8,4
"2870202",6414,780,270,16,6
"2870203",6415,162,55,2,2
"2870301",6416,62,19,4,0
"2870302",6417,433,215,20,8
"2870303",6418,71,51,1,3
"2870304",6419,419,189,22,8
"2870401",6420,238,153,7,2
"2870402",6421,52,51,2,1
"2870403",6422,137,53,3,0
"2870404",6423,223,150,5,2
"2870405",6424,306,123,12,3
"2890001",6425,803,170,13,2
"2890002",6426,192,29,4,2
"2890003",6427,278,88,6,1
"2890004",6428,432,102,7,1
"2890005",6429,276,47,2,0
"2890006",6430,669,77,4,3
"2890007",6431,318,29,7,0
"2890008",6432,481,122,8,4
"2890009",6433,205,19,5,1
"2890010",6434,559,86,5,3
"2890011",6435,454,104,7,6
"2890012",6436,348,147,4,2
"2890013",6437,465,75,7,5
"2890014",6438,130,29,4,0
"2910001",6439,429,165,11,6
"2910002",6440,470,95,10,7
"2910003",6441,1274,221,15,8
"2910004",6442,256,74,3,1
"2910006",6443,437,88,11,3
"2910007",6444,436,206,5,4
"2910008",6445,1209,209,23,14
"2910009",6446,1167,211,25,12
"2910010",6447,1533,462,28,12
"2910011",6448,203,246,4,0
"2910013",6449,432,72,12,5
"2910018",6450,166,531,4,3
"2910019",6451,1687,566,43,9
"2910020",6452,818,776,24,12
"2910021",6453,1416,280,30,9
"2910022",6454,1015,336,21,7
"2910023",6455,147,25,1,1
"2910024",6456,1082,225,27,8
"2910025",6457,464,78,13,8
"2910026",6458,789,182,24,8
"2910030",6459,537,245,9,5
"2910031",6460,519,108,7,4
"2930101",6461,653,311,10,8
"2930102",6462,260,62,6,4
"2930103",6463,313,81,7,3
"2930104",6464,322,76,2,2
"2930201",6465,195,143,3,2
"2930202",6466,104,357,4,3
"2930203",6467,18,47,0,0
"2930204",6468,209,70,3,5
"2930205",6469,181,106,2,1
"2930206",6470,159,38,4,2
"2930301",6471,459,244,7,4
"2930302",6472,230,96,3,3
"2930303",6473,91,20,1,1
"2930304",6474,354,77,4,2
"2930305",6475,158,68,8,2
"2930401",6476,444,355,9,3
"2930402",6477,219,40,1,1
"2930403",6478,164,39,1,2
"2930404",6479,200,32,6,2
"2930405",6480,155,22,4,2
"2930406",6481,104,18,2,1
"2950106",6482,148,20,1,0
"2950202",6483,80,7,1,1
"2950207a",6484,201,15,4,2
"2950207b",6485,1,0,0,0
"2950303",6486,215,34,1,1
"2950308",6487,98,12,0,0
"2950404",6488,174,40,4,1
"2950409",6489,69,7,2,0
"2970001",6490,193,45,6,1
"2970002",6491,395,120,12,7
"2970003",6492,281,209,11,5
"2970004",6493,295,94,5,2
"2970005",6494,193,35,3,2
"2970006",6495,110,26,1,0
"2970007",6496,19,9,1,0
"2970008",6497,72,18,0,2
"2970009",6498,449,187,15,10
"2970010",6499,141,41,4,2
"2970011",6500,32,13,3,0
"2970012",6501,71,16,2,0
"2970013",6502,262,39,4,4
"2970014",6503,404,107,17,4
"2990101",6504,129,34,2,0
"2990102",6505,309,55,8,5
"2990108",6506,478,138,10,4
"2990109",6507,1672,323,27,6
"2990203",6508,1061,288,33,14
"2990204",6509,432,148,11,4
"2990205",6510,292,129,11,1
"2990307",6511,1187,395,44,19
"2990410",6512,1662,490,58,23
"3010001",6513,11,4,0,0
"3010002",6514,7,1,0,0
"3010003",6515,17,7,1,1
"3010004",6516,8,3,1,0
"3030001",6517,521,622,30,7
"3030002",6518,455,358,21,4
"3030003",6519,343,618,41,10
"3030004",6520,97,320,7,6
"3030005",6521,97,194,6,2
"3030006",6522,68,615,8,3
"3030007",6523,1390,383,50,12
"3030008",6524,524,233,44,6
"3030009",6525,878,353,35,6
"3030010",6526,176,186,19,12
"3030011",6527,54,42,1,0
"3030012",6528,978,253,23,13
"3030013",6529,337,139,15,9
"3030014",6530,548,280,39,11
"3030015",6531,910,623,74,26
"3030017",6532,638,644,60,27
"3030019",6533,159,297,5,4
"3030020",6534,30,605,3,2
"3030021",6535,618,364,38,15
"3030022",6536,1095,391,58,20
"3030023",6537,561,256,21,6
"3030024",6538,508,346,44,16
"3030025",6539,186,218,10,7
"3030026",6540,413,543,31,10
"3030027",6541,1015,535,65,18
"3030028",6542,902,320,30,13
"3030029",6543,631,643,43,10
"3030030",6544,983,343,39,6
"3030031",6545,698,133,13,6
"3030032",6546,244,56,10,4
"3030033",6547,1085,201,30,10
"3030034",6548,200,64,4,1
"3030035",6549,435,102,10,8
"3030036",6550,818,387,16,5
"3030037",6551,233,39,3,1
"3030038",6552,376,317,7,7
"3030039",6553,841,169,20,7
"3030040",6554,34,427,5,0
"3030041",6555,1014,299,19,9
"3030043",6556,266,41,7,2
"3030044",6557,469,120,16,7
"3030045",6558,196,57,5,1
"3030046",6559,1259,213,29,10
"3030047",6560,1019,394,53,17
"3030049",6561,237,184,23,3
"3030050",6562,313,194,36,10
"3030051",6563,111,56,1,2
"3030052",6564,623,161,23,5
"3030053",6565,899,428,46,21
"3030054",6566,1843,366,44,14
"3030056",6567,337,70,6,1
"3030057",6568,376,111,13,1
"3030058",6569,575,152,23,5
"3030059",6570,917,388,37,19
"3030060",6571,689,164,18,12
"3030062",6572,1221,286,28,9
"3030063",6573,33,22,0,0
"3030065",6574,271,115,11,2
"3030066",6575,1442,288,26,12
"3030067",6576,874,311,32,7
"3030072",6577,1111,442,56,17
"3030075",6578,696,126,22,6
"3030076",6579,690,171,19,10
"3030078",6580,1133,167,15,3
"3030092",6581,154,40,5,1
"3030102",6582,185,17,5,3
"3030103",6583,206,31,4,1
"3030104",6584,341,37,6,3
"3030108",6585,236,60,7,1
"3030109",6586,831,150,14,4
"3030110",6587,1467,263,24,9
"3030111",6588,428,72,6,2
"3030112",6589,393,82,9,4
"3030113",6590,432,259,29,3
"3030114",6591,162,188,5,4
"3030118",6592,729,260,21,9
"3030119",6593,916,469,40,13
"3030120",6594,1377,243,41,13
"3030121",6595,1054,133,17,8
"3030122",6596,752,264,19,3
"3030123",6597,936,248,29,10
"3030124",6598,1057,220,29,5
"3030125",6599,1141,279,41,11
"3030126",6600,612,208,23,11
"3030127",6601,1365,322,35,14
"3030128",6602,1158,191,22,7
"3030129",6603,1375,285,36,12
"3030135",6604,161,21,4,3
"3030138",6605,215,31,4,2
"3030139",6606,553,95,11,4
"3030140",6607,757,133,15,7
"3030141",6608,1231,388,47,11
"3030142",6609,38,17,2,1
"3030151",6610,408,69,11,4
"3030152",6611,661,269,31,11
"3030153",6612,61,587,3,1
"3030154",6613,1334,262,25,12
"3030155",6614,1099,143,20,8
"3030178",6615,132,18,3,1
"3050001",6616,233,127,4,2
"3050002",6617,203,64,3,1
"3050003",6618,193,97,2,1
"3050004",6619,322,56,7,1
"3050005",6620,16,4,0,0
"3050006",6621,168,79,5,1
"3050009",6622,27,11,0,0
"3050012",6623,203,72,5,2
"3070101",6624,631,110,12,3
"3070102",6625,85,16,4,0
"3070201",6626,333,125,16,7
"3070202",6627,90,21,0,0
"3070301",6628,470,110,6,7
"3070302",6629,134,24,1,2
"3070401",6630,269,74,13,5
"3070402",6631,193,37,3,1
"3070403",6632,77,18,0,0
"3090001",6633,56,72,5,2
"3090002",6634,31,97,4,0
"3090003",6635,623,441,43,15
"3090004",6636,19,20,0,0
"3090005",6637,84,228,3,2
"3090006",6638,84,171,7,1
"3090007",6639,222,377,7,10
"3090008",6640,287,323,17,3
"3090009",6641,108,228,8,3
"3090010",6642,68,771,8,4
"3090011",6643,972,399,21,7
"3090012",6644,69,1645,3,3
"3090013",6645,3,5,0,0
"3090014",6646,55,731,4,1
"3090015",6647,108,45,4,2
"3090016",6648,891,302,19,5
"3090017",6649,246,238,4,0
"3090018",6650,160,111,6,5
"3090019",6651,1336,464,26,7
"3090020",6652,39,125,6,2
"3090021",6653,94,71,5,2
"3090022",6654,69,110,4,1
"3090023",6655,1775,437,39,7
"3090024",6656,256,202,2,1
"3090025",6657,272,422,9,2
"3090026",6658,85,134,4,2
"3090027",6659,81,364,6,1
"3090028",6660,408,247,13,2
"3090029",6661,192,217,12,2
"3090030",6662,591,404,26,11
"3090031",6663,736,504,22,13
"3090032",6664,464,169,5,1
"3090033",6665,785,304,29,4
"3090034",6666,630,259,12,7
"3090035",6667,163,280,14,1
"3090036",6668,478,182,6,3
"3090037",6669,254,269,5,2
"3090038",6670,137,194,5,2
"3090039",6671,91,267,6,0
"3090040",6672,780,459,23,7
"3090041",6673,536,336,18,10
"3090042",6674,189,317,4,2
"3090043",6675,136,106,4,1
"3090044",6676,1052,270,22,6
"3090045",6677,129,121,9,1
"3090046",6678,39,66,3,1
"3090047",6679,111,99,4,4
"3090048",6680,58,124,3,1
"3090049",6681,135,92,8,5
"3090050",6682,311,373,14,2
"3090051",6683,1751,724,43,13
"3090052",6684,477,175,7,3
"3090053a",6685,110,138,20,4
"3090053b",6686,0,0,0,0
"3090054",6687,763,234,20,3
"3090055",6688,1222,376,32,9
"3090056",6689,162,278,3,5
"3090057",6690,254,231,7,1
"3090058",6691,833,590,32,10
"3090059",6692,1577,453,47,20
"3090060",6693,971,371,20,10
"3090061",6694,1414,566,47,12
"3090062",6695,1091,387,23,7
"3090063",6696,1557,366,32,6
"3090064",6697,393,174,15,6
"3090065",6698,442,138,15,0
"3090066",6699,596,159,12,7
"3090067",6700,1153,402,19,12
"3090068",6701,451,166,13,7
"3090069",6702,678,151,25,12
"3090070",6703,185,32,6,0
"3090071",6704,278,137,6,5
"3090072",6705,367,176,11,3
"3090073",6706,448,116,8,6
"3090074",6707,387,67,12,1
"3090075",6708,1534,315,17,13
"3090076",6709,923,250,30,5
"3090077",6710,661,169,32,7
"3090078",6711,1643,508,34,5
"3090079",6712,505,225,11,4
"3090080a",6713,1157,142,23,5
"3090080b",6714,0,0,0,0
"3090081",6715,1974,366,41,6
"3090082",6716,1345,269,22,8
"3090083",6717,252,56,7,2
"3090084",6718,930,340,9,7
"3090085",6719,161,203,5,3
"3090086",6720,350,629,16,2
"3090087",6721,307,368,16,8
"3090088",6722,121,68,7,0
"3090089",6723,8,20,0,0
"3090090",6724,109,110,6,0
"3090091",6725,1037,265,21,6
"3110001",6726,70,14,3,1
"3110002",6727,89,12,1,0
"3110003",6728,110,22,2,1
"3110004",6729,94,16,2,2
"3130101",6730,721,192,9,6
"3130202",6731,790,277,6,4
"3130303",6732,502,405,8,0
"3130404",6733,896,169,25,3
"3150001",6734,182,173,6,0
"3150002",6735,433,211,15,5
"3150003",6736,278,114,6,4
"3150004",6737,152,109,3,2
"3150005",6738,291,156,8,1
"3150006",6739,280,244,7,2
"3150007",6740,179,331,2,2
"3150008",6741,354,160,9,1
"3150009",6742,162,67,3,4
"3150010",6743,118,105,4,3
"3170001",6744,298,49,2,3
"3170002",6745,218,65,3,1
"3170003",6746,335,53,4,2
"3170004",6747,275,43,1,1
"317003a",6748,77,10,0,0
"317004a",6749,130,10,1,0
"3190101",6750,376,111,8,3
"3190210",6751,275,115,12,2
"3190302",6752,426,109,8,2
"3190405",6753,370,100,11,5
"3210002",6754,323,111,5,5
"3210004",6755,545,166,16,6
"3210005",6756,702,373,12,7
"3210006",6757,488,231,8,2
"3210007",6758,78,15,0,1
"3210008",6759,380,133,5,6
"3210009",6760,71,61,1,2
"3210010",6761,189,47,6,1
"3210012",6762,110,35,3,1
"3210013",6763,143,145,1,3
"321001a",6764,1211,335,33,8
"321001b",6765,1253,581,42,20
"321001c",6766,144,455,4,7
"321001d",6767,298,312,7,7
"321001e",6768,441,378,17,2
"321001f",6769,232,149,9,4
"321003a",6770,580,366,18,3
"321003b",6771,342,102,9,5
"323001a",6772,184,434,9,13
"323001b",6773,222,400,9,16
"323001c",6774,255,645,21,25
"323001d",6775,75,198,7,6
"323002a",6776,67,214,6,6
"323002b",6777,169,490,13,21
"323002c",6778,101,450,19,19
"323002d",6779,36,24,2,4
"323002e",6780,39,95,3,3
"323003a",6781,367,846,23,16
"323003b",6782,329,831,23,39
"323003c",6783,122,137,7,4
"323004a",6784,141,460,18,16
"323004b",6785,357,683,12,13
"323004c",6786,57,138,4,4
"323004d",6787,153,505,19,21
"325001b",6788,1309,240,33,9
"325001c",6789,1419,463,38,13
"325001d",6790,499,193,17,10
"325002a",6791,183,48,4,1
"325002b",6792,1287,346,37,20
"325002c",6793,1410,464,34,13
"325003a",6794,570,194,15,4
"325003b",6795,238,94,8,4
"325003c",6796,646,356,21,12
"325003d",6797,924,1088,25,15
"325003e",6798,88,10,1,0
"325004a",6799,620,221,10,6
"325004b",6800,1043,482,46,13
"325004c",6801,529,409,28,8
"3270001",6802,121,48,2,1
"3270002",6803,154,54,1,0
"3270003",6804,161,36,7,3
"3270004a",6805,104,33,4,0
"3270004b",6806,2,0,0,0
"3270005",6807,44,3,0,1
"3270006",6808,59,7,2,1
"3290101",6809,278,36,4,4
"3290102",6810,495,111,14,2
"3290103",6811,1810,369,48,11
"3290104",6812,218,134,12,3
"3290105",6813,589,196,14,7
"3290106",6814,1264,361,45,13
"3290107",6815,1499,242,41,15
"3290108a",6816,53,9,2,1
"3290108b",6817,0,0,0,0
"3290108c",6818,0,0,0,0
"3290109",6819,201,107,10,2
"3290110",6820,1597,127,30,7
"3290201",6821,1064,145,16,7
"3290202",6822,914,90,18,6
"3290203",6823,314,34,5,2
"3290204",6824,1793,222,30,5
"3290205",6825,876,153,26,6
"3290206",6826,1139,126,19,2
"3290207",6827,1576,264,40,9
"3290208",6828,327,124,14,5
"3290210",6829,784,155,24,3
"3290211",6830,298,35,7,0
"3290302",6831,1033,266,16,12
"3290303",6832,81,38,2,1
"3290304",6833,173,255,11,4
"3290305",6834,106,323,5,1
"3290306",6835,452,895,14,6
"3290307",6836,503,131,13,1
"3290308",6837,348,699,14,10
"3290309",6838,106,40,3,1
"3290310",6839,93,48,1,1
"3290401",6840,430,46,6,3
"3290402",6841,679,100,15,3
"3290403",6842,1962,244,51,9
"3290404",6843,1561,231,36,6
"3290405",6844,1474,228,38,8
"3290406",6845,777,129,7,4
"3290407",6846,1467,321,49,8
"3290408",6847,1323,131,19,6
"3290409",6848,1347,171,29,4
"3290410",6849,306,20,5,3
"3290411",6850,1767,145,27,3
"329101a",6851,2,1,0,0
"329108a",6852,187,32,6,4
"329109a",6853,0,0,0,0
"329202a",6854,1369,123,23,10
"329307a",6855,552,163,18,5
"329309a",6856,15,6,1,1
"3310101",6857,926,382,20,11
"3310105",6858,438,165,8,5
"3310203",6859,159,59,5,3
"3310207",6860,131,127,5,3
"3310210",6861,226,87,4,2
"3310212",6862,536,494,8,6
"3310316",6863,284,101,2,6
"3310317",6864,442,146,10,4
"3310318",6865,760,434,31,5
"3310419",6866,534,398,18,10
"3310420",6867,627,366,34,4
"3330001",6868,448,88,14,5
"3330002",6869,36,10,1,0
"3330004",6870,337,75,7,3
"3330006",6871,132,30,3,1
"3330008",6872,332,59,9,3
"3330009",6873,347,68,4,4
"3330011",6874,100,14,1,0
"3350001",6875,419,134,13,9
"3350002",6876,350,121,6,1
"3350003",6877,387,138,24,3
"3350004",6878,442,176,8,4
"3370002",6879,1047,179,21,9
"3370003",6880,594,109,8,9
"3370004",6881,270,43,9,6
"3370005",6882,513,82,9,5
"3370006",6883,475,86,7,4
"3370007",6884,487,106,9,1
"3370008",6885,336,55,12,7
"3370009",6886,512,133,10,4
"3370010",6887,426,111,12,8
"3370011",6888,457,127,10,4
"3370012",6889,56,16,3,0
"3370013",6890,498,90,9,4
"3370014",6891,99,17,0,0
"3370015",6892,214,44,10,2
"3370016",6893,120,27,5,1
"3390001",6894,528,299,12,9
"3390002",6895,590,140,10,8
"3390003",6896,1097,274,27,12
"3390004",6897,829,326,42,23
"3390005",6898,173,24,1,0
"3390006",6899,1783,351,28,4
"3390007",6900,781,164,8,4
"3390008",6901,1241,208,23,12
"3390009",6902,757,177,16,3
"3390010",6903,359,756,16,6
"3390011",6904,793,172,23,14
"3390012",6905,612,165,18,6
"3390013",6906,1967,259,30,14
"3390014",6907,1442,392,29,11
"3390015",6908,1650,260,31,7
"3390016",6909,1425,270,35,16
"3390017",6910,1280,240,29,14
"3390018",6911,1153,230,21,7
"3390019",6912,1404,355,17,10
"3390020",6913,744,352,20,14
