CNTYVTD,VTDKEY,AbbottR_22G_Governor,BarriosG_22G_Governor,O'RourkeD_22G_Governor,TippettsL_22G_Governor,Write-InW_22G_Governor
"4394649",8577,978,7,517,21,0
"4394650",8578,888,7,778,20,1
"4394666",8579,0,0,0,0,0
"4394682",8580,53,1,85,0,0
"4394683",8581,0,0,0,0,0
"4394685",8582,0,0,0,0,0
"4394686",8583,0,0,0,0,0
"4394687",8584,19,0,46,1,0
"4394689",8585,38,0,33,0,0
"4394694",8586,656,0,547,5,0
"4394702",8587,443,1,354,6,0
"4394703",8588,502,4,576,8,0
"4394705",8589,578,3,510,7,0
"4394707",8590,232,2,334,6,0
"4394711",8591,562,2,429,6,1
"4394713",8592,859,4,718,22,1
"4394724",8593,435,0,99,4,0
"4394730",8594,1014,4,632,15,0
"4394733",8595,464,4,477,9,0
"4394736",8596,670,3,229,8,0
"4394737a",8597,392,2,325,15,0
"4394737b",8598,7,0,6,0,0
"4394820",8599,0,0,0,0,0
"4410101",8600,1145,8,453,28,2
"4410102",8601,792,5,340,14,0
"4410103",8602,808,6,305,13,0
"4410104",8603,1186,4,340,16,5
"4410105",8604,879,5,412,21,1
"4410106",8605,238,0,125,3,0
"4410107",8606,255,1,36,2,0
"4410108",8607,743,2,91,5,1
"4410109",8608,145,0,14,0,0
"4410110",8609,58,0,6,0,0
"4410201",8610,365,4,182,8,0
"4410202",8611,516,7,326,10,0
"4410203",8612,848,8,453,22,1
"4410204",8613,772,0,217,11,2
"4410205",8614,733,8,359,9,0
"4410206",8615,1097,1,148,14,1
"4410207",8616,132,1,20,2,0
"4410301",8617,768,5,319,19,0
"4410302",8618,912,4,267,8,2
"4410303",8619,1336,1,101,11,0
"4410304",8620,1097,8,411,13,0
"4410305",8621,1695,6,366,12,0
"4410306",8622,2141,4,467,18,4
"4410307",8623,1929,0,365,26,3
"4410308",8624,1045,3,147,3,0
"4410401",8625,1216,3,284,17,1
"4410402",8626,962,4,493,19,0
"4410403",8627,606,4,375,18,3
"4410404",8628,623,2,374,12,2
"4410405",8629,477,3,214,6,1
"4410406",8630,1328,2,447,19,1
"4410407",8631,471,3,124,9,0
"4410408",8632,2081,5,271,18,1
"4410409",8633,575,2,26,3,0
"4430001",8634,78,0,25,1,0
"4430002a",8635,75,0,24,1,1
"4430002b",8636,19,0,2,0,0
"4430003",8637,101,0,30,2,1
"4430004a",8638,29,0,9,0,0
"4430004b",8639,13,0,3,0,0
"4430004c",8640,11,0,1,0,0
"4450101",8641,848,4,96,11,0
"4450201",8642,265,1,55,1,0
"4450202",8643,219,2,40,3,0
"4450301",8644,331,5,93,6,0
"4450401",8645,397,6,83,3,1
"4450402",8646,107,1,10,2,0
"4470001",8647,162,0,7,0,0
"4470002",8648,148,0,11,1,0
"4473003",8649,158,0,15,2,0
"4474005",8650,33,0,10,1,0
"4474006",8651,111,0,8,0,0
"4490001",8652,46,1,133,2,0
"4490002",8653,208,1,69,1,0
"4490003",8654,284,0,50,3,0
"4490004",8655,369,2,55,7,0
"4490005",8656,136,0,20,0,0
"4490006",8657,589,0,63,9,0
"4490007",8658,546,2,80,5,0
"4490008",8659,152,2,168,5,0
"4490009",8660,161,0,35,1,0
"4490010",8661,451,1,37,3,0
"4490011",8662,61,0,14,2,0
"4490012",8663,148,1,12,1,0
"4490014",8664,462,1,224,4,0
"4490015",8665,333,1,46,5,0
"4490016",8666,988,1,211,9,1
"4490017",8667,47,0,86,4,1
"4490018",8668,78,0,10,3,0
"4490019",8669,192,1,69,3,0
"4490020",8670,450,2,153,3,0
"4510106",8671,297,3,173,4,1
"4510107",8672,271,3,113,12,1
"4510108",8673,457,1,52,2,0
"4510112",8674,511,0,45,1,0
"4510114",8675,70,3,129,0,1
"4510124",8676,162,4,192,1,0
"4510137",8677,527,4,346,12,2
"4510144",8678,293,7,237,5,0
"4510146",8679,587,8,334,10,0
"4510201",8680,649,1,269,9,1
"4510213",8681,1688,1,131,6,1
"4510215",8682,987,4,267,12,1
"4510225",8683,50,0,2,0,0
"4510228",8684,839,4,306,11,1
"4510230",8685,1259,6,348,11,0
"4510241",8686,2469,9,579,36,7
"4510304",8687,1023,9,318,11,1
"4510306",8688,483,0,206,7,0
"4510308",8689,79,1,42,3,0
"4510318",8690,895,2,135,6,0
"4510319",8691,1359,6,438,24,2
"4510327",8692,480,7,255,6,0
"4510348",8693,572,1,111,4,0
"4510351",8694,200,0,46,0,0
"4510358",8695,1068,0,130,16,0
"4510401",8696,48,0,20,1,0
"4510402",8697,884,5,462,23,2
"4510420",8698,286,2,84,4,0
"4510421",8699,1453,7,428,23,3
"4510422",8700,798,5,83,7,0
"4510423",8701,613,2,61,3,0
"4510424",8702,721,4,279,9,0
"4510434",8703,259,2,158,9,1
"4510435",8704,294,0,132,6,0
"4510436",8705,1242,5,605,32,2
"4530100",8706,176,10,1478,20,0
"4530101",8707,110,8,1263,10,0
"4530102",8708,136,1,1648,14,2
"4530103",8709,72,4,1112,11,2
"4530104",8710,109,3,2007,18,1
"4530105",8711,109,3,1469,16,0
"4530106",8712,219,4,2142,26,3
"4530107",8713,195,5,1870,24,4
"4530110",8714,107,8,1354,14,2
"4530111",8715,95,5,1302,10,0
"4530112",8716,90,3,985,17,4
"4530113",8717,165,4,1384,20,0
"4530114",8718,106,3,1287,22,1
"4530115",8719,15,1,162,2,1
"4530116",8720,112,5,1352,6,1
"4530117",8721,114,6,1371,15,1
"4530120",8722,66,2,583,5,0
"4530121",8723,94,7,831,8,0
"4530122",8724,114,3,774,8,2
"4530123",8725,86,3,675,9,0
"4530124",8726,112,2,781,11,0
"4530125",8727,100,2,421,4,0
"4530126",8728,389,11,1579,23,0
"4530127",8729,348,7,1106,21,1
"4530130",8730,177,2,1507,10,2
"4530131",8731,177,6,826,14,1
"4530132",8732,195,12,1077,20,2
"4530133",8733,163,7,802,6,0
"4530134",8734,300,11,1375,18,2
"4530135",8735,196,4,540,9,2
"4530136",8736,203,4,655,11,1
"4530137",8737,219,4,1211,18,2
"4530138",8738,426,6,1943,34,1
"4530140",8739,16,0,119,1,0
"4530141",8740,506,16,1860,30,1
"4530142",8741,435,14,1221,14,1
"4530143",8742,355,11,1217,15,4
"4530144",8743,202,5,798,8,0
"4530145",8744,357,2,481,4,1
"4530146",8745,147,0,89,2,0
"4530150a",8746,662,9,1424,34,3
"4530150b",8747,7,0,17,0,0
"4530151a",8748,429,2,880,24,1
"4530151b",8749,0,0,0,0,0
"4530152",8750,538,9,1245,25,2
"4530153",8751,897,3,1283,34,0
"4530154a",8752,724,8,1194,25,2
"4530154b",8753,7,0,16,0,0
"4530155",8754,599,3,1099,15,0
"4530156",8755,579,1,1236,26,0
"4530160",8756,356,3,668,16,1
"4530161",8757,200,3,551,5,0
"4530162",8758,496,4,1269,19,4
"4530163",8759,444,4,1144,23,3
"4530164",8760,433,2,1075,15,0
"4530165",8761,381,4,1023,16,0
"4530170",8762,391,6,877,13,1
"4530171",8763,633,8,1214,31,3
"4530172",8764,85,0,157,3,0
"4530173",8765,411,2,509,19,3
"4530174",8766,207,1,373,12,0
"4530175",8767,0,0,0,0,0
"4530176",8768,12,0,44,0,0
"4530177",8769,658,5,1254,30,1
"4530178",8770,384,3,657,13,2
"4530180",8771,376,7,956,17,0
"4530181",8772,152,3,665,3,1
"4530182",8773,188,2,676,7,2
"4530183",8774,125,1,544,2,0
"4530184",8775,271,3,1039,15,0
"4530185",8776,187,0,166,0,1
"4530186",8777,250,2,955,14,0
"4530190",8778,163,4,547,7,0
"4530191",8779,330,4,1198,20,0
"4530192",8780,330,1,1009,12,0
"4530193",8781,312,2,1018,20,0
"4530194",8782,244,3,912,20,0
"4530200",8783,355,4,1990,19,1
"4530201",8784,823,3,1694,30,2
"4530202",8785,189,3,1110,13,1
"4530203",8786,132,8,1555,13,1
"4530204",8787,211,11,1743,13,3
"4530205",8788,385,3,2213,28,3
"4530206",8789,123,9,1481,10,0
"4530207",8790,182,4,1870,12,2
"4530210",8791,253,3,1129,33,4
"4530211",8792,226,0,1535,18,3
"4530212",8793,245,10,2012,27,5
"4530213",8794,138,9,1959,25,1
"4530214",8795,104,1,1247,13,2
"4530215",8796,45,3,525,10,0
"4530216",8797,219,8,1701,22,1
"4530220",8798,284,3,1621,14,3
"4530221",8799,260,7,2331,30,4
"4530223",8800,216,1,1122,17,2
"4530224",8801,189,3,1369,10,0
"4530225",8802,190,4,1710,24,1
"4530226",8803,295,11,1488,23,0
"4530227",8804,245,8,1449,17,1
"4530230",8805,675,6,1874,29,6
"4530231",8806,1040,2,1747,31,1
"4530232",8807,762,6,1827,19,3
"4530233",8808,775,1,1804,24,1
"4530234",8809,419,6,1545,32,3
"4530235",8810,767,2,1726,31,1
"4530236",8811,685,5,1782,31,4
"4530237",8812,405,3,1414,29,1
"4530238",8813,529,8,1839,28,3
"4530240",8814,305,6,1320,15,1
"4530241",8815,211,5,937,15,0
"4530242",8816,287,5,1321,22,3
"4530243",8817,450,10,1475,36,2
"4530244",8818,149,4,874,15,1
"4530245",8819,380,4,1101,13,1
"4530246",8820,356,8,1475,26,3
"4530247",8821,151,5,838,11,3
"4530250",8822,203,4,952,14,1
"4530251",8823,267,3,1066,14,1
"4530252",8824,128,4,283,2,1
"4530253",8825,317,5,1007,14,3
"4530254",8826,553,14,1647,26,1
"4530255",8827,361,10,1366,21,1
"4530256",8828,462,1,1407,23,0
"4530260",8829,342,4,913,12,0
"4530261",8830,307,3,859,14,0
"4530262",8831,404,6,1167,24,3
"4530263",8832,360,1,1258,23,1
"4530264",8833,495,7,1652,32,1
"4530265",8834,204,2,899,16,0
"4530266",8835,403,4,1410,31,0
"4530267",8836,710,3,1483,17,2
"4530268",8837,496,5,1097,14,1
"4530270",8838,1009,5,1537,35,3
"4530271",8839,828,1,884,26,0
"4530272",8840,1456,5,1460,34,1
"4530273",8841,1049,2,953,24,1
"4530274",8842,937,5,1271,31,1
"4530275",8843,526,3,702,21,2
"4530280",8844,1574,4,706,42,1
"4530281",8845,1367,6,796,53,2
"4530282",8846,841,4,640,31,1
"4530290",8847,1485,2,1490,38,6
"4530291",8848,282,3,358,8,3
"4530292",8849,1025,2,970,29,1
"4530293",8850,1290,5,1022,34,3
"4530294",8851,746,2,693,16,1
"4530300",8852,280,2,948,22,3
"4530301",8853,367,3,763,19,1
"4530302",8854,553,4,1505,24,1
"4530303",8855,57,1,148,2,0
"4530304",8856,380,5,1853,36,1
"4530305",8857,216,1,884,15,0
"4530306",8858,278,9,2191,29,3
"4530307",8859,298,6,2182,20,0
"4530310",8860,132,6,1520,4,1
"4530311",8861,189,5,2088,14,2
"4530312",8862,160,4,2399,14,0
"4530313",8863,168,3,1533,11,1
"4530314",8864,110,2,1484,6,1
"4530315",8865,132,4,1775,8,2
"4530320",8866,952,2,1513,37,1
"4530321",8867,531,1,800,21,1
"4530322",8868,745,6,1405,28,3
"4530323",8869,769,3,937,27,0
"4530324",8870,624,3,1226,27,1
"4530325",8871,197,0,361,5,1
"4530326",8872,948,1,1146,22,1
"4530327",8873,764,3,1144,24,4
"4530330",8874,496,5,1697,35,0
"4530331",8875,202,1,999,11,0
"4530332",8876,245,8,1318,22,0
"4530333",8877,277,4,1011,17,1
"4530334",8878,499,7,1453,23,1
"4530335",8879,688,5,1564,38,2
"4530336",8880,647,5,1552,21,3
"4530337",8881,580,2,1897,36,2
"4530340",8882,675,4,1740,24,1
"4530341",8883,401,5,1420,29,2
"4530342",8884,343,2,1538,23,0
"4530343a",8885,519,3,1310,26,1
"4530343b",8886,10,0,24,1,0
"4530344",8887,538,3,1437,26,0
"4530345",8888,482,2,1323,18,0
"4530346",8889,791,1,1786,33,2
"4530347",8890,649,5,1531,29,0
"4530348a",8891,538,3,1255,26,0
"4530348b",8892,87,0,200,4,0
"4530349",8893,769,9,1438,41,2
"4530350",8894,537,6,1870,38,1
"4530351",8895,687,4,1330,33,3
"4530352",8896,614,0,1008,22,4
"4530353",8897,1412,4,996,28,3
"4530354",8898,916,6,1793,50,6
"4530355",8899,120,1,276,9,1
"4530356",8900,469,2,1172,28,0
"4530357",8901,503,4,1414,34,1
"4530358",8902,567,6,1619,45,1
"4530360",8903,831,6,1315,30,0
"4530361",8904,372,2,491,12,0
"4530362",8905,1383,1,1140,33,2
"4530363",8906,919,4,918,17,1
"4530364",8907,1023,2,710,20,2
"4530365",8908,1107,2,725,21,0
"4530366",8909,1453,6,846,38,2
"4530367",8910,1097,3,575,11,1
"4530370",8911,975,5,1222,28,4
"4530371",8912,917,2,706,18,1
"4530372a",8913,202,1,190,7,1
"4530372b",8914,21,0,20,1,0
"4530373",8915,841,2,627,16,1
"4530374",8916,948,3,742,18,0
"4530375",8917,1489,6,1080,31,2
"4530376",8918,1659,6,853,21,4
"4530380",8919,730,10,1584,47,4
"4530381a",8920,328,1,743,8,0
"4530381b",8921,0,0,0,0,0
"4530381c",8922,11,0,24,0,0
"4530381d",8923,5,0,12,0,0
"4530382",8924,457,9,1497,22,0
"4530383",8925,740,3,1765,39,1
"4530384",8926,722,2,1584,27,4
"4530385a",8927,842,4,1471,34,0
"4530385b",8928,9,0,15,0,0
"4530386a",8929,613,3,1262,15,1
"4530386b",8930,0,0,0,0,0
"4530386c",8931,9,0,18,0,0
"4530387",8932,441,5,781,19,1
"4530390",8933,1197,4,1334,22,0
"4530391",8934,825,3,955,26,1
"4530392",8935,860,5,588,34,0
"4530393",8936,1160,1,1103,18,1
"4530394",8937,1101,3,1020,21,1
"4530395",8938,847,5,589,24,1
"4530396",8939,900,6,508,24,2
"4530400",8940,349,2,841,16,3
"4530401",8941,174,13,1605,29,2
"4530402",8942,194,7,1699,23,1
"4530403",8943,153,10,1367,16,1
"4530404",8944,7,0,91,1,0
"4530405",8945,203,11,2003,22,3
"4530410",8946,195,5,1439,15,0
"4530411",8947,249,4,1432,21,3
"4530412",8948,163,1,1012,13,1
"4530413",8949,152,5,1216,17,1
"4530414",8950,340,8,2026,36,3
"4530415",8951,165,5,1406,23,1
"4530416",8952,221,7,1453,19,0
"4530417",8953,102,1,969,15,1
"4530418",8954,166,4,1248,10,0
"4530420",8955,147,8,1517,16,1
"4530421",8956,213,7,1325,25,3
"4530422",8957,62,2,791,7,0
"4530423",8958,133,8,1101,17,0
"4530424",8959,217,10,1495,20,0
"4530425",8960,214,7,1412,15,2
"4530426",8961,92,5,842,14,1
"4530427",8962,128,2,1038,9,1
"4530430",8963,239,11,1161,18,1
"4530431",8964,217,11,1568,16,3
"4530432",8965,79,4,544,4,1
"4530433",8966,77,2,335,7,0
"4530434",8967,103,5,781,7,0
"4530435",8968,180,6,1129,19,2
"4530436",8969,219,6,1016,15,1
"4530437",8970,320,6,1944,27,1
"4530438",8971,166,9,1036,14,0
"4530439",8972,111,2,889,6,0
"4530445",8973,305,6,1392,19,1
"4530446",8974,409,5,1769,15,2
"4530447",8975,148,2,565,5,1
"4530448",8976,229,6,1207,8,0
"4530449",8977,417,8,1634,25,2
"4530450",8978,425,10,2034,31,1
"4530451",8979,178,2,1061,11,0
"4530452",8980,371,5,1270,20,3
"4530453",8981,212,1,984,15,1
"4530454",8982,175,3,890,15,0
"4530455",8983,372,3,985,21,0
"4530456",8984,259,2,1032,17,0
"4530460",8985,95,5,602,6,0
"4530461",8986,150,7,830,15,0
"4530462",8987,216,4,1134,13,0
"4530463",8988,116,2,539,6,0
"4530464",8989,332,13,2064,19,1
"4530465",8990,171,5,905,10,0
"4530466",8991,201,15,1106,19,1
"4530467",8992,228,5,1119,14,0
"4530470",8993,241,7,1060,14,1
"4530471",8994,324,13,1673,26,6
"4530472",8995,730,5,1265,25,1
"4530473",8996,290,6,1106,15,1
"4530474",8997,264,5,783,11,0
"4530475",8998,170,6,267,6,0
"4530480",8999,64,3,207,1,0
"4530481",9000,392,10,951,10,2
"4530482",9001,69,1,181,3,0
"4530483",9002,378,17,1171,18,1
"4530490",9003,586,3,707,17,0
"4530491a",9004,309,5,1545,19,0
"4530491b",9005,0,0,0,0,0
"4550001",9006,305,0,44,1,0
"4550002",9007,402,1,49,2,0
"4550003",9008,211,0,34,5,0
"4550004",9009,155,0,21,1,0
"4550005",9010,112,0,24,1,0
"4550006",9011,131,0,13,0,0
"4550007",9012,132,1,13,1,0
"4550008",9013,136,0,25,0,0
"4550009",9014,304,0,43,2,0
"4550010",9015,131,0,19,0,0
"4550011",9016,757,3,147,9,0
"4550012",9017,48,0,11,0,0
"4550014",9018,259,1,49,2,0
"4550015",9019,57,0,6,0,0
"4550016",9020,216,0,58,3,0
"4550017",9021,216,1,107,3,0
"4550018",9022,80,0,26,2,0
"4550019",9023,605,2,102,6,0
"4550020",9024,34,0,5,0,0
"4550021",9025,174,0,29,4,0
"4570001",9026,212,1,27,4,0
"4570002",9027,571,3,76,7,0
"4570003",9028,697,0,80,2,0
"4570004",9029,614,3,84,11,0
"4570005",9030,123,0,17,0,0
"4570006",9031,168,1,23,1,0
"4570007",9032,289,0,34,1,0
"4570008",9033,95,0,10,0,0
"4570009",9034,211,0,26,2,0
"4570010",9035,616,0,84,8,0
"4570011",9036,54,0,4,0,0
"4570013",9037,339,1,47,4,0
"4570014",9038,740,2,96,11,0
"4570015",9039,451,0,63,6,0
"4570016",9040,305,1,38,3,0
"4570017",9041,309,2,37,3,0
"4570018",9042,549,0,70,6,0
"4590001",9043,832,0,133,7,0
"4590002",9044,1355,2,99,12,0
"4590003",9045,703,1,90,5,0
"4590004",9046,592,1,84,6,0
"4590005",9047,206,1,43,1,0
"4590006",9048,793,0,110,12,0
"4590007",9049,1212,4,204,10,0
"4590008",9050,417,1,76,8,0
"4590009",9051,871,4,129,13,0
"4590010",9052,1245,1,111,5,1
"4590011",9053,268,0,56,4,1
"4590012",9054,379,1,50,3,0
"4590013",9055,294,1,81,0,0
"4590014",9056,344,0,54,5,0
"4590015a",9057,1074,0,90,11,0
"4590015b",9058,0,0,0,0,0
"4590016",9059,604,1,151,7,1
"4590017",9060,806,1,233,10,4
"4590018",9061,186,0,56,2,0
"4590020",9062,89,0,6,0,0
"4610001",9063,261,5,22,5,0
"4610002",9064,87,1,4,0,0
"4610003",9065,140,3,33,3,0
"4610004",9066,245,4,44,0,0
"4610005",9067,54,0,0,0,0
"4610006",9068,120,1,20,4,0
"4630001",9069,251,2,186,3,0
"4630002",9070,431,3,198,5,0
"4630003",9071,379,1,26,6,1
"4630004",9072,321,1,46,0,0
"4630005",9073,686,3,248,9,1
"4630006",9074,150,0,29,1,1
"4630007",9075,319,1,60,3,1
"4630008",9076,359,3,416,6,1
"4630009",9077,155,5,383,3,2
"4630010",9078,158,8,216,4,2
"4630011",9079,226,2,64,3,0
"4630012",9080,799,10,510,13,4
"4630013",9081,477,3,657,8,3
"4630014",9082,68,1,9,1,0
"4650010",9083,565,7,370,4,0
"4650011",9084,381,1,262,1,0
"4650012a",9085,52,1,39,1,0
"4650012b",9086,71,3,51,2,0
"4650012c",9087,2,0,1,0,0
"4650012d",9088,0,0,0,0,0
"4650013",9089,356,10,247,8,0
"4650020",9090,31,1,14,1,0
"4650021",9091,354,1,258,1,0
"4650022",9092,411,4,253,4,0
"4650023",9093,48,1,31,1,0
"4650024",9094,309,6,224,5,0
"4650030",9095,441,13,322,12,0
"4650031",9096,718,14,517,11,0
"4650032",9097,50,0,24,0,0
"4650033",9098,362,9,246,9,0
"4650040",9099,969,11,685,9,0
"4650041",9100,388,4,261,4,0
"4650042",9101,7,0,3,0,0
"4650043",9102,15,0,6,0,0
"467001a",9103,998,4,114,7,23
"467001b",9104,1349,3,172,4,18
"467001c",9105,809,1,82,3,6
"467001d",9106,659,1,76,3,5
"467001e",9107,339,3,80,3,3
"467002a",9108,1647,1,198,7,17
"467002b",9109,896,1,89,5,7
"467002c",9110,1236,2,127,11,10
"467002d",9111,937,1,91,5,18
"467003a",9112,438,1,78,3,12
"467003b",9113,713,1,174,5,9
"467003c",9114,1432,3,288,27,34
"467003d",9115,1477,5,152,13,26
"467004a",9116,740,0,87,8,10
"467004b",9117,863,1,106,9,18
"467004c",9118,821,3,126,7,17
"467004d",9119,1634,2,297,15,37
"467004e",9120,710,4,77,6,10
"4690001",9121,71,1,95,1,0
"4690002",9122,236,2,184,6,1
"4690003",9123,364,4,176,8,0
"4690004",9124,184,5,154,4,0
"4690005",9125,427,5,380,11,0
"4690006",9126,32,1,52,0,0
"4690007",9127,346,7,384,4,1
"4690008",9128,417,5,319,5,0
"4690009",9129,194,5,126,2,0
"4690010",9130,369,4,184,4,0
"4690011",9131,215,1,44,3,0
"4690012",9132,171,0,76,1,0
"4690013",9133,223,5,137,1,0
"4690014",9134,517,5,133,4,0
"4690015",9135,56,1,15,0,0
"4690016",9136,200,0,36,1,0
"4690017",9137,140,2,78,2,0
"4690018",9138,1713,9,310,7,0
"4690019",9139,757,7,397,7,1
"4690020",9140,676,1,109,4,0
"4690021",9141,1824,6,491,27,4
"4690022",9142,961,4,92,9,0
"4690023",9143,817,3,127,7,0
"4690024",9144,866,2,123,4,0
"4690025",9145,1239,9,529,17,3
"4690026",9146,372,1,66,2,2
"4690027",9147,1028,1,76,7,2
"4690028",9148,257,0,17,2,0
"4690029",9149,1145,12,353,12,0
"4690030",9150,161,1,61,5,0
"4690031",9151,285,2,172,1,0
"4690032",9152,168,3,185,2,0
"4690033",9153,1959,5,538,16,1
"4690034",9154,87,2,165,1,0
"4690035",9155,42,1,68,3,0
"4710101",9156,69,3,129,4,0
"4710102",9157,926,13,846,33,1
"4710103",9158,765,1,197,9,0
"4710104",9159,987,6,177,6,0
"4710201a",9160,293,2,305,3,0
"4710201b",9161,1,0,1,0,0
"4710203",9162,1148,2,313,10,0
"4710204a",9163,270,4,85,5,2
"4710204b",9164,320,2,102,3,1
"4710205",9165,1473,2,385,17,0
"4710206",9166,472,1,217,7,1
"4710301",9167,385,6,540,14,0
"4710302",9168,342,1,126,0,0
"4710303",9169,295,0,65,2,0
"4710304",9170,1617,2,339,20,0
"4710401",9171,420,1,531,12,0
"4710403a",9172,566,2,152,6,1
"4710403b",9173,0,0,0,0,0
"4710404",9174,1932,4,336,15,0
"4710405",9175,28,0,15,0,0
"4730101",9176,736,5,243,5,1
"4730102",9177,835,5,457,8,2
"4730103",9178,115,0,62,2,1
"4730104",9179,244,1,88,4,0
"4730105",9180,422,2,79,7,0
"4730106",9181,525,5,181,10,1
"4730207",9182,1634,5,233,27,2
"4730208",9183,548,1,220,10,1
"4730209",9184,1360,2,253,15,1
"4730210",9185,210,0,57,1,0
"4730311",9186,21,3,817,1,0
"4730312",9187,131,3,389,5,1
"4730313",9188,784,2,128,12,0
"4730314",9189,425,1,239,5,1
"4730315",9190,99,0,20,3,0
"4730416",9191,175,2,56,1,0
"4730417",9192,0,0,0,0,0
"4730418",9193,1204,3,413,23,0
"4730419",9194,376,5,491,15,0
"4730420",9195,1537,5,674,16,2
"4750002",9196,728,1,135,6,1
"475001e",9197,223,1,94,4,0
"475001w",9198,47,1,28,1,0
"475003n",9199,509,2,63,7,0
"475003s",9200,114,0,23,1,0
"475004e",9201,325,3,52,6,0
"475004m",9202,82,0,15,0,0
"475004w",9203,37,0,8,1,0
"4770101",9204,530,1,208,6,0
"4770104",9205,302,1,471,5,0
"4770109",9206,569,1,95,5,1
"4770115",9207,453,0,107,3,0
"4770117",9208,6,0,18,0,0
"4770121",9209,37,0,13,1,0
"4770202",9210,4,0,1,0,0
"4770203",9211,1030,3,221,13,0
"4770205",9212,1165,2,330,25,1
"4770208",9213,843,1,119,12,1
"4770307",9214,801,4,252,11,1
"4770311",9215,639,2,102,16,0
"4770312",9216,692,1,87,12,0
"4770320",9217,1091,2,148,8,0
"4770406",9218,693,4,236,9,1
"4770410",9219,687,1,116,3,0
"4770413",9220,988,0,138,17,0
"4770418",9221,222,1,86,4,0
"4770419",9222,213,1,76,5,0
"4790123",9223,71,7,186,3,0
"4790124",9224,170,16,377,5,1
"4790125",9225,83,8,190,0,0
"4790128",9226,90,11,263,1,1
"4790129",9227,204,28,419,8,0
"4790130",9228,375,63,821,11,0
"4790132",9229,298,31,696,6,0
"4790133",9230,142,16,297,2,0
"4790134",9231,202,23,376,9,0
"4790135",9232,132,28,309,5,0
"4790136",9233,110,1,71,1,0
"4790154",9234,231,24,461,8,0
"4790164",9235,88,9,225,5,2
"4790169",9236,83,7,128,1,0
"4790176a",9237,134,7,266,4,1
"4790176b",9238,3,0,7,0,0
"4790177",9239,61,7,142,3,0
"4790218",9240,239,7,438,5,0
"4790219",9241,201,8,335,4,0
"4790220",9242,97,8,230,0,1
"4790221",9243,212,4,334,1,0
"4790226",9244,109,8,231,3,0
"4790227",9245,74,5,93,1,0
"4790231",9246,312,15,546,6,1
"4790237",9247,179,7,137,5,0
"4790238",9248,40,1,49,2,0
"4790239",9249,263,11,511,6,0
"4790250a",9250,247,6,456,6,0
"4790250b",9251,0,0,0,0,0
"4790250c",9252,5,0,11,0,0
"4790251",9253,39,1,107,0,0
"4790252",9254,236,15,528,6,0
"4790255",9255,405,12,513,5,0
"4790266",9256,138,8,269,4,0
"4790267",9257,204,13,348,3,1
"4790268",9258,75,2,102,0,0
"4790272",9259,196,3,325,6,0
"4790273",9260,186,8,345,2,0
"4790274",9261,251,13,471,9,0
"4790275a",9262,104,8,177,4,0
"4790275b",9263,5,0,10,0,0
"4790278",9264,14,0,6,0,0
"4790308",9265,145,3,208,2,0
"4790309",9266,352,15,806,7,1
"4790310",9267,46,3,90,0,0
"4790311",9268,159,11,362,5,0
"4790312",9269,97,6,201,4,0
"4790340",9270,566,12,582,4,0
"4790341",9271,385,7,366,5,1
"4790342",9272,359,7,544,7,1
"4790343",9273,464,26,679,16,0
"4790344",9274,964,14,1187,13,0
"4790345",9275,306,8,512,9,0
"4790349",9276,715,11,811,12,1
"4790356",9277,849,17,1031,16,1
"4790359",9278,696,22,1021,5,0
"4790361",9279,164,6,324,5,1
"4790363",9280,80,3,186,3,0
"4790370",9281,486,8,577,6,1
"4790371",9282,498,6,543,8,2
"4790401",9283,109,17,251,6,0
"4790402",9284,106,7,262,5,0
"4790403",9285,77,8,198,2,0
"4790404",9286,129,7,271,5,0
"4790405",9287,141,14,301,4,0
"4790406",9288,56,4,182,6,1
"4790407",9289,32,0,68,0,0
"4790413",9290,149,8,341,4,0
"4790414",9291,58,6,169,2,0
"4790415",9292,158,9,305,6,0
"4790416",9293,57,3,178,0,0
"4790417",9294,67,4,115,2,0
"4790422",9295,95,2,126,1,0
"4790446",9296,330,22,718,4,0
"4790447",9297,508,21,626,10,1
"4790448",9298,67,5,60,3,0
"4790453",9299,33,3,91,1,0
"4790457",9300,17,0,10,0,0
"4790458",9301,424,13,719,9,1
"4790460",9302,48,2,100,0,1
"4790462",9303,38,3,76,0,0
"4790465",9304,71,5,153,3,0
"4810101",9305,532,3,202,4,1
"4810102",9306,1156,1,333,13,1
"4810103",9307,860,1,273,7,1
"4810201",9308,1454,6,156,8,0
"4810202",9309,162,0,218,3,1
"4810203",9310,673,6,549,11,0
"4810301",9311,1224,4,158,9,2
"4810302",9312,819,1,197,5,0
"4810303",9313,1097,2,89,5,0
"4810401",9314,633,2,312,2,0
"4810402",9315,542,0,120,4,0
"4810403",9316,202,2,90,1,0
"4830101",9317,490,1,19,0,0
"4830201",9318,366,0,28,4,0
"4830301",9319,346,0,31,4,0
"4830401",9320,367,0,25,5,0
"4850101",9321,125,0,24,1,0
"4850102",9322,383,3,150,7,0
"4850103",9323,1843,5,584,32,0
"4850104",9324,1262,3,480,22,0
"4850105",9325,501,0,46,2,0
"4850106",9326,17,0,10,0,0
"4850107",9327,1473,9,425,18,1
"4850108",9328,1526,10,498,23,0
"4850109",9329,143,1,76,3,0
"4850201",9330,568,3,330,11,0
"4850202",9331,719,10,313,10,0
